죄종별(1),죄종별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
죄종별(1),죄종별(2),계,현행범,피해자신고,고소,고발,자수,민간체포,진정투서,타인신고,신문,불심검문,탐문정보,안면식별,감식자료,변사체,범죄수법,발자국,검사지휘,타기관에서이송,범행도구발견,장물,전과조회,기타
계,소계,1328609,95766,457162,205260,55189,13376,228,85650,119320,616,103129,59221,288,533,595,566,23,2003,1144,158,697,70,127615
강력범죄,소계,25811,3046,12410,5818,111,118,17,232,2095,8,83,888,6,44,87,11,0,68,14,8,0,1,746
강력범죄,살인기수,298,52,16,17,2,18,1,0,76,2,0,19,1,0,65,0,0,1,0,0,0,0,28
강력범죄,살인미수등,484,180,94,36,3,17,1,0,106,0,2,21,1,0,3,0,0,2,2,2,0,0,14
강력범죄,강도,821,108,434,37,0,6,2,2,27,4,2,132,2,8,3,2,0,0,2,1,0,0,49
강력범죄,강간,5206,203,2226,1932,14,20,0,52,383,0,4,167,1,9,7,2,0,25,1,2,0,1,157
강력범죄,유사강간,758,42,342,240,3,4,0,8,76,0,0,15,0,0,0,1,0,4,0,0,0,0,23
강력범죄,강제추행,16324,2008,8456,3473,86,25,12,165,1154,1,73,445,0,11,1,4,0,34,7,0,0,0,369
강력범죄,기타 강간·강제추행등,356,22,172,71,0,0,0,3,36,0,1,15,0,14,4,0,0,2,0,0,0,0,16
강력범죄,방화,1564,431,670,12,3,28,1,2,237,1,1,74,1,2,4,2,0,0,2,3,0,0,90
절도범죄,소계,106669,5300,70562,2560,73,488,138,551,1702,316,528,15974,213,297,4,453,18,44,72,46,457,19,6854
폭력범죄,소계,251586,43140,153297,27922,207,417,9,2230,14314,50,59,3445,14,40,40,14,2,182,87,6,1,4,6106
폭력범죄,상해,38737,5164,20525,8077,32,94,0,388,3044,7,10,464,1,1,12,1,0,49,24,0,0,0,844
폭력범죄,폭행,151384,28099,98349,10431,44,178,5,871,8559,25,21,1080,1,9,24,0,0,47,42,0,1,2,3596
폭력범죄,체포・감금,1139,172,536,234,11,1,0,13,120,1,1,19,0,0,0,0,0,3,1,0,0,0,27
폭력범죄,협박,16155,2736,8293,3636,24,19,1,289,458,1,16,184,0,0,1,1,0,33,7,0,0,1,455
폭력범죄,약취・유인,167,12,72,32,3,1,0,2,20,0,0,17,0,0,0,0,0,0,0,0,0,0,8
폭력범죄,폭력행위등,8694,1123,4551,1238,17,8,1,93,961,5,1,380,1,5,1,7,0,13,6,0,0,0,283
폭력범죄,공갈,2584,55,913,958,21,1,0,181,41,2,0,257,0,0,1,5,0,12,1,0,0,0,136
폭력범죄,손괴,32726,5779,20058,3316,55,115,2,393,1111,9,10,1044,11,25,1,0,2,25,6,6,0,1,757
지능범죄,소계,245413,7333,34731,105731,3395,368,7,70439,1950,108,437,9325,38,76,17,28,1,821,141,18,130,26,10293
지능범죄,직무유기,333,0,3,205,85,1,0,7,0,0,0,10,0,0,0,0,0,3,0,0,0,0,19
지능범죄,직권남용,341,0,4,218,54,0,0,10,1,0,0,26,0,0,0,0,0,8,2,0,0,0,18
지능범죄,증수뢰,328,1,4,22,63,1,0,27,2,0,0,119,0,0,0,0,0,1,7,0,0,0,81
지능범죄,통화,153,3,88,0,7,0,0,9,31,0,0,2,0,1,0,0,0,0,0,0,0,0,12
지능범죄,문서・인장,10794,102,222,5743,926,13,0,599,751,3,147,1354,0,3,0,0,0,60,13,2,0,0,856
지능범죄,유가증권인지,153,3,17,68,42,0,0,0,4,0,0,6,0,0,0,0,0,1,0,0,0,0,12
지능범죄,사기,202300,6957,26234,83550,1024,252,5,69104,792,91,180,4979,22,70,16,23,1,639,102,2,3,23,8231
지능범죄,횡령,27107,267,8148,12724,775,100,2,636,362,13,109,2715,16,2,1,5,0,79,16,14,127,3,993
지능범죄,배임,3904,0,11,3201,419,1,0,47,7,1,1,114,0,0,0,0,0,30,1,0,0,0,71
풍속범죄,소계,18390,2403,4173,1326,144,50,29,489,2783,7,139,3522,0,13,0,5,0,62,31,31,0,1,3182
풍속범죄,성풍속범죄,12505,1570,4053,1307,77,29,29,379,962,5,124,2179,0,13,0,5,0,42,13,30,0,1,1687
풍속범죄,도박범죄,5885,833,120,19,67,21,0,110,1821,2,15,1343,0,0,0,0,0,20,18,1,0,0,1495
특별경제범죄,소계,46222,9370,9996,11441,3948,90,3,4049,1019,12,104,3740,2,0,0,1,0,174,53,0,1,4,2215
마약범죄,소계,6168,197,76,11,94,285,0,21,596,6,121,2709,1,18,6,9,0,7,19,23,0,2,1967
보건범죄,소계,10724,257,428,423,5053,12,0,513,2339,2,74,282,0,0,0,0,0,11,31,0,0,0,1299
환경범죄,소계,4662,13,291,77,2295,6,0,59,327,1,95,918,0,2,0,0,0,8,6,0,0,0,564
교통범죄,소계,397277,5864,155398,604,1781,10637,9,123,67103,14,90733,1452,5,10,30,10,1,42,139,8,1,2,63311
노동범죄,소계,1851,13,12,51,274,1,0,104,80,2,9,1034,0,0,0,1,0,2,4,0,0,0,264
안보범죄,소계,50,2,3,9,4,0,0,0,3,0,0,14,0,0,0,0,0,1,0,0,0,0,14
선거범죄,소계,1746,26,46,256,764,6,0,62,132,0,5,266,1,0,0,0,0,33,10,1,0,0,138
병역범죄,소계,13137,5,9,157,12699,15,0,10,4,1,11,21,0,0,0,0,0,6,5,0,0,2,192
기타범죄,소계,198903,18797,15730,48874,24347,883,16,6768,24873,89,10731,15631,8,33,411,34,1,542,532,17,107,9,30470
