죄종별(1),죄종별(2),2020,2020,2020,2020,2020,2020,2020,2020
죄종별(1),죄종별(2),계,1일이내,2일이내,5일이내,10일이내,1개월이내,3개월이내,3개월초과
계,소계,1587866,435273.0,66027,147970,164534,275543,226765,271754
강력범죄,소계,24332,7251.0,1314,2616,2462,4332,3002,3355
강력범죄,살인기수,308,187.0,27,22,4,18,26,24
강력범죄,살인미수등,416,294.0,28,24,12,13,15,30
강력범죄,강도,663,314.0,56,58,56,72,44,63
강력범죄,강간,5313,1200.0,308,540,479,849,765,1172
강력범죄,유사강간,823,196.0,44,83,78,144,122,156
강력범죄,강제추행,15344,4380.0,758,1747,1734,3045,1882,1798
강력범죄,기타 강간·강제추행등,237,49.0,20,29,12,29,32,66
강력범죄,방화,1228,631.0,73,113,87,162,116,46
절도범죄,소계,179517,42727.0,11180,22419,26958,39918,26904,9411
폭력범죄,소계,265768,86801.0,14174,35150,35922,52315,29993,11413
폭력범죄,상해,32904,10373.0,1740,4408,4457,6769,3516,1641
폭력범죄,폭행,139361,49925.0,7503,20195,19560,26386,12286,3506
폭력범죄,체포・감금,1209,381.0,66,135,109,230,154,134
폭력범죄,협박,21214,7396.0,1097,2355,2540,3879,2439,1508
폭력범죄,약취・유인,210,58.0,10,16,20,42,39,25
폭력범죄,폭력행위등,7398,1898.0,303,651,833,1625,1316,772
폭력범죄,공갈,5281,802.0,160,289,395,917,1134,1584
폭력범죄,손괴,58191,15968.0,3295,7101,8008,12467,9109,2243
지능범죄,소계,424642,57236.0,11345,22088,29724,68983,91302,143964
지능범죄,직무유기,730,130.0,15,26,42,92,114,311
지능범죄,직권남용,724,91.0,23,33,37,117,109,314
지능범죄,증수뢰,289,12.0,1,3,7,15,30,221
지능범죄,통화,626,105.0,27,57,77,144,148,68
지능범죄,문서・인장,11533,1360.0,177,375,571,1290,1487,6273
지능범죄,유가증권인지,84,8.0,1,2,9,8,7,49
지능범죄,사기,347675,43573.0,8563,16876,22326,54947,79629,121761
지능범죄,횡령,58889,11618.0,2519,4672,6555,12154,9448,11923
지능범죄,배임,4092,339.0,19,44,100,216,330,3044
풍속범죄,소계,22632,5470.0,912,1955,1721,2775,3152,6647
풍속범죄,성풍속범죄,14497,3702.0,670,1491,1289,2150,2271,2924
풍속범죄,도박범죄,8135,1768.0,242,464,432,625,881,3723
특별경제범죄,소계,47826,12835.0,1795,3712,3987,7108,7136,11253
마약범죄,소계,9186,1931.0,375,542,592,1396,1665,2685
보건범죄,소계,14595,3274.0,566,1294,1806,2912,2282,2461
환경범죄,소계,3568,688.0,80,245,484,881,510,680
교통범죄,소계,348725,167660.0,16944,41276,40414,55988,22563,3880
노동범죄,소계,356,57.0,5,18,19,48,62,147
안보범죄,소계,216,18.0,0,7,6,21,13,151
선거범죄,소계,829,186.0,42,64,82,152,176,127
병역범죄,소계,3845,699.0,80,151,266,910,910,829
기타범죄,소계,241829,48440.0,7215,16433,20091,37804,37095,74751
