죄종별(1),죄종별(2),2018,2018,2018,2018,2018,2018,2018,2018
죄종별(1),죄종별(2),계,1일이내,2일이내,3일이내,10일이내,1개월이내,3개월이내,3개월초과
계,소계,1328609,445309,24174,30166,152679,216045,196725,263511
강력범죄,소계,25811,8721,316,369,2269,5227,4570,4339
강력범죄,살인기수,298,186,14,8,18,16,21,35
강력범죄,살인미수등,484,366,8,7,24,18,16,45
강력범죄,강도,821,341,36,19,96,132,84,113
강력범죄,강간,5206,960,55,66,407,1147,1188,1383
강력범죄,유사강간,758,161,14,12,73,161,152,185
강력범죄,강제추행,16324,5776,147,223,1515,3554,2901,2208
강력범죄,기타 강간·강제추행등,356,87,9,7,37,51,48,117
강력범죄,방화,1564,844,33,27,99,148,160,253
절도범죄,소계,106669,19325,3068,2985,18922,30312,20579,11478
폭력범죄,소계,251586,100210,4817,8227,42695,52367,30229,13041
폭력범죄,상해,38737,12134,708,1150,7098,9626,5479,2542
폭력범죄,폭행,151384,67956,3218,5634,26804,29042,14289,4441
폭력범죄,체포・감금,1139,478,19,22,130,177,162,151
폭력범죄,협박,16155,5761,269,392,2167,3435,2633,1498
폭력범죄,약취・유인,167,52,6,6,19,38,20,26
폭력범죄,폭력행위등,8694,2595,124,168,1176,2048,1640,943
폭력범죄,공갈,2584,196,17,13,129,440,730,1059
폭력범죄,손괴,32726,11038,456,842,5172,7561,5276,2381
지능범죄,소계,245413,14071,819,959,7435,33656,62566,125907
지능범죄,직무유기,333,0,1,0,5,26,75,226
지능범죄,직권남용,341,3,0,0,4,26,103,205
지능범죄,증수뢰,328,1,0,0,1,9,32,285
지능범죄,통화,153,36,3,4,19,22,31,38
지능범죄,문서・인장,10794,481,39,40,386,1414,1536,6898
지능범죄,유가증권인지,153,13,2,2,3,5,18,110
지능범죄,사기,202300,12127,532,645,4822,27244,55120,101810
지능범죄,횡령,27107,1400,238,266,2176,4773,5108,13146
지능범죄,배임,3904,10,4,2,19,137,543,3189
풍속범죄,소계,18390,5898,166,215,1338,2657,3268,4848
풍속범죄,성풍속범죄,12505,3798,110,137,870,2148,2774,2668
풍속범죄,도박범죄,5885,2100,56,78,468,509,494,2180
특별경제범죄,소계,46222,14020,220,333,2107,5980,9048,14514
마약범죄,소계,6168,1238,105,94,368,728,1426,2209
보건범죄,소계,10724,836,134,144,1469,2939,2571,2631
환경범죄,소계,4662,153,32,41,336,1081,1069,1950
교통범죄,소계,397277,243517,12616,14479,57710,45890,16997,6068
노동범죄,소계,1851,57,4,5,57,102,180,1446
안보범죄,소계,50,7,0,0,2,3,6,32
선거범죄,소계,1746,93,12,12,52,353,696,528
병역범죄,소계,13137,119,77,88,735,2876,5602,3640
기타범죄,소계,198903,37044,1788,2215,17184,31874,37918,70880
