죄종별(1),죄종별(2),2019,2019,2019,2019,2019,2019,2019,2019
죄종별(1),죄종별(2),계,1일이내,2일이내,3일이내,10일이내,1개월이내,3개월이내,3개월초과
계,소계,1342854,398658,23087,29732,163576,241449,224458,261894
강력범죄,소계,25507,7964,288,377,2166,5671,5163,3878
강력범죄,살인기수,299,176,18,7,23,18,23,34
강력범죄,살인미수등,481,360,6,4,20,26,24,41
강력범죄,강도,801,360,27,33,93,102,101,85
강력범죄,강간,5197,950,59,73,387,1162,1268,1298
강력범죄,유사강간,768,145,10,6,50,199,188,170
강력범죄,강제추행,16395,5109,137,225,1474,3965,3397,2088
강력범죄,기타 강간·강제추행등,326,91,8,7,25,57,47,91
강력범죄,방화,1240,773,23,22,94,142,115,71
절도범죄,소계,113673,18371,2896,3028,20441,33217,23762,11958
폭력범죄,소계,252877,87668,4829,8429,46225,58759,33442,13525
폭력범죄,상해,35995,10414,659,1128,6702,9507,5286,2299
폭력범죄,폭행,149461,57418,3154,5712,29469,33176,15978,4554
폭력범죄,체포・감금,1192,436,33,25,147,220,180,151
폭력범죄,협박,19807,6750,285,523,2866,4488,3202,1693
폭력범죄,약취・유인,224,50,7,3,26,55,51,32
폭력범죄,폭력행위등,7945,2043,98,157,1084,1956,1668,939
폭력범죄,공갈,3031,186,27,29,160,463,888,1278
폭력범죄,손괴,35222,10371,566,852,5771,8894,6189,2579
지능범죄,소계,267063,13852,983,1021,9099,40520,76371,125217
지능범죄,직무유기,327,2,0,0,2,29,86,208
지능범죄,직권남용,399,2,0,0,2,27,128,240
지능범죄,증수뢰,240,2,0,0,3,8,30,197
지능범죄,통화,107,19,7,4,17,23,23,14
지능범죄,문서・인장,9610,432,45,55,473,1095,1654,5856
지능범죄,유가증권인지,103,1,1,0,3,7,17,74
지능범죄,사기,225121,12011,664,692,6075,33743,68132,103804
지능범죄,횡령,27091,1371,260,269,2495,5420,5793,11483
지능범죄,배임,4065,12,6,1,29,168,508,3341
풍속범죄,소계,19279,5508,172,209,1364,2656,3322,6048
풍속범죄,성풍속범죄,11452,3432,95,118,838,1888,2420,2661
풍속범죄,도박범죄,7827,2076,77,91,526,768,902,3387
특별경제범죄,소계,44878,13273,280,346,2516,6948,9351,12164
마약범죄,소계,7588,1561,120,88,424,949,1680,2766
보건범죄,소계,12289,1068,168,206,1828,3467,2903,2649
환경범죄,소계,3716,165,41,49,451,1139,1108,763
교통범죄,소계,367602,212575,11124,13470,58549,49544,17682,4658
노동범죄,소계,932,36,3,5,40,94,153,601
안보범죄,소계,156,15,1,0,2,7,8,123
선거범죄,소계,587,10,0,3,13,68,223,270
병역범죄,소계,11742,148,116,121,989,2795,4552,3021
기타범죄,소계,214965,36444,2066,2380,19469,35615,44738,74253
