죄종별(1),죄종별(2),2018,2018,2018,2018,2018,2018,2018,2018
죄종별(1),죄종별(2),계,1일이내,2일이내,5일이내,10일이내,1개월이내,3개월이내,3개월초과
계,소계,1580751,532451.0,71683,152675,149549,235469,186070,252854
강력범죄,소계,26787,9780.0,1378,2706,2372,3984,2839,3728
강력범죄,살인기수,309,183.0,25,23,11,9,22,36
강력범죄,살인미수등,488,368.0,31,12,12,16,15,34
강력범죄,강도,821,451.0,57,72,49,84,52,56
강력범죄,강간,5293,1314.0,287,529,441,820,707,1195
강력범죄,유사강간,776,209.0,46,79,70,109,98,165
강력범죄,강제추행,17053,6302.0,827,1829,1678,2751,1756,1910
강력범죄,기타 강간·강제추행등,356,101.0,26,36,31,42,25,95
강력범죄,방화,1691,852.0,79,126,80,153,164,237
절도범죄,소계,176809,52823.0,12672,23496,24776,33698,20649,8695
폭력범죄,소계,287611,117512.0,15830,38307,34182,46130,25537,10113
폭력범죄,상해,39766,14505.0,2209,5457,4995,7183,3599,1818
폭력범죄,폭행,159267,72570.0,8470,22424,18910,23324,10479,3090
폭력범죄,체포・감금,1207,462.0,84,109,109,175,137,131
폭력범죄,협박,17200,6878.0,969,1859,1806,2807,1713,1168
폭력범죄,약취・유인,187,70.0,13,14,24,25,17,24
폭력범죄,폭력행위등,9204,3048.0,377,913,996,1799,1378,693
폭력범죄,공갈,4096,650.0,133,254,272,668,919,1200
폭력범죄,손괴,56684,19329.0,3575,7277,7070,10149,7295,1989
지능범죄,소계,344698,48282.0,10224,19206,22381,49128,65560,129917
지능범죄,직무유기,581,69.0,7,20,24,57,95,309
지능범죄,직권남용,603,54.0,10,27,46,89,104,273
지능범죄,증수뢰,347,12.0,1,2,4,15,32,281
지능범죄,통화,1194,235.0,43,146,169,233,235,133
지능범죄,문서・인장,12290,1216.0,143,340,482,1509,1309,7291
지능범죄,유가증권인지,197,15.0,3,6,10,20,18,125
지능범죄,사기,270029,34296.0,7206,13828,15620,38033,55989,105057
지능범죄,횡령,55113,12131.0,2805,4805,5973,8979,7262,13158
지능범죄,배임,4344,254.0,6,32,53,193,516,3290
풍속범죄,소계,20162,6297.0,817,1571,1427,2646,2668,4736
풍속범죄,성풍속범죄,14158,4515.0,574,1096,1100,2098,2182,2593
풍속범죄,도박범죄,6004,1782.0,243,475,327,548,486,2143
특별경제범죄,소계,53994,15098.0,1934,4173,4231,7260,7522,13776
마약범죄,소계,6513,1385.0,238,392,455,1032,1343,1668
보건범죄,소계,11033,2100.0,303,845,1320,2302,1885,2278
환경범죄,소계,4791,482.0,66,250,513,928,707,1845
교통범죄,소계,408371,226800.0,21147,46167,39540,49945,19657,5115
노동범죄,소계,1883,114.0,11,38,49,95,161,1415
안보범죄,소계,69,18.0,1,2,4,5,9,30
선거범죄,소계,1897,245.0,67,128,199,457,437,364
병역범죄,소계,14271,1795.0,205,382,796,5185,4094,1814
기타범죄,소계,221862,49720.0,6790,15012,17304,32674,33002,67360
