죄종별(1),죄종별(2),2020,2020,2020,2020,2020,2020,2020,2020
죄종별(1),죄종별(2),계,1일이내,2일이내,3일이내,10일이내,1개월이내,3개월이내,3개월초과
계,소계,1289129,334645,21178,28117,161200,242976,234199,266814
강력범죄,소계,23556,5685,283,287,1909,5448,5776,4168
강력범죄,살인기수,299,185,18,9,20,13,22,32
강력범죄,살인미수등,406,286,9,8,25,19,24,35
강력범죄,강도,658,271,26,16,64,85,92,104
강력범죄,강간,5183,721,54,57,332,1073,1528,1418
강력범죄,유사강간,796,118,11,9,60,189,226,183
강력범죄,강제추행,14864,3422,134,155,1278,3888,3727,2260
강력범죄,기타 강간·강제추행등,235,43,7,5,18,35,42,85
강력범죄,방화,1115,639,24,28,112,146,115,51
절도범죄,소계,111246,15691,2589,2873,20244,33052,24691,12106
폭력범죄,소계,230773,64628,4172,7478,44442,60022,36004,14027
폭력범죄,상해,32042,7833,539,896,6082,9006,5461,2225
폭력범죄,폭행,132352,40619,2731,5159,28119,34047,16941,4736
폭력범죄,체포・감금,1139,349,15,21,160,224,206,164
폭력범죄,협박,19876,5689,292,429,2918,4860,3761,1927
폭력범죄,약취・유인,186,34,2,7,20,38,46,39
폭력범죄,폭력행위등,7073,1439,66,120,920,1849,1711,968
폭력범죄,공갈,2679,144,21,14,91,378,794,1237
폭력범죄,손괴,35426,8521,506,832,6132,9620,7084,2731
지능범죄,소계,279050,12431,1307,1344,11143,40655,83261,128909
지능범죄,직무유기,361,0,0,0,1,25,114,221
지능범죄,직권남용,409,2,1,2,11,31,119,243
지능범죄,증수뢰,259,3,0,0,1,7,33,215
지능범죄,통화,63,11,2,2,9,13,14,12
지능범죄,문서・인장,9055,344,40,48,411,1080,1661,5471
지능범죄,유가증권인지,68,2,0,0,3,6,9,48
지능범죄,사기,237407,10824,1024,976,8093,33552,74422,108516
지능범죄,횡령,27883,1235,239,316,2590,5764,6387,11352
지능범죄,배임,3545,10,1,0,24,177,502,2831
풍속범죄,소계,20514,4860,296,274,1388,2692,4022,6982
풍속범죄,성풍속범죄,12625,2714,242,183,894,2084,3167,3341
풍속범죄,도박범죄,7889,2146,54,91,494,608,855,3641
특별경제범죄,소계,41802,11024,241,337,2635,6530,9390,11645
마약범죄,소계,8707,1776,135,108,483,1133,1841,3231
보건범죄,소계,14121,946,218,248,2381,4318,3347,2663
환경범죄,소계,3350,118,34,47,395,1012,985,759
교통범죄,소계,339921,185328,10051,12468,56733,51175,19430,4736
노동범죄,소계,319,21,2,3,26,49,66,152
안보범죄,소계,166,5,0,0,2,13,7,139
선거범죄,소계,731,81,8,10,42,127,254,209
병역범죄,소계,3032,22,16,16,159,509,944,1366
기타범죄,소계,211841,32029,1826,2624,19218,36241,44181,75722
