죄종별(1),죄종별(2),2019,2019,2019,2019,2019,2019,2019,2019
죄종별(1),죄종별(2),계,1일이내,2일이내,5일이내,10일이내,1개월이내,3개월이내,3개월초과
계,소계,1611906,494455.0,70870,154587,160944,262778,214633,253639
강력범죄,소계,26476,9214.0,1454,2735,2563,4343,2993,3174
강력범죄,살인기수,297,181.0,14,19,8,16,27,32
강력범죄,살인미수등,482,360.0,38,11,8,17,16,32
강력범죄,강도,798,411.0,64,72,58,92,55,46
강력범죄,강간,5310,1326.0,333,534,490,853,700,1074
강력범죄,유사강간,782,178.0,46,97,70,123,120,148
강력범죄,강제추행,17120,5884.0,841,1881,1812,3065,1922,1715
강력범죄,기타 강간·강제추행등,325,105.0,30,22,25,35,36,72
강력범죄,방화,1362,769.0,88,99,92,142,117,55
절도범죄,소계,186957,51009.0,12251,23509,27084,38640,25420,9044
폭력범죄,소계,287913,106964.0,15616,38676,36242,51073,28460,10882
폭력범죄,상해,36858,12829.0,1990,4995,4876,7021,3487,1660
폭력범죄,폭행,157197,64106.0,8362,22934,20322,26402,11587,3484
폭력범죄,체포・감금,1243,438.0,90,127,133,192,133,130
폭력범죄,협박,21022,8089.0,1218,2419,2257,3615,2088,1336
폭력범죄,약취・유인,250,80.0,13,22,23,43,42,27
폭력범죄,폭력행위등,8350,2490.0,334,797,826,1751,1404,748
폭력범죄,공갈,4847,718.0,146,289,331,824,1202,1337
폭력범죄,손괴,58146,18214.0,3463,7093,7474,11225,8517,2160
지능범죄,소계,381533,55685.0,11078,21003,25547,57725,79676,130819
지능범죄,직무유기,590,72.0,15,17,40,74,87,285
지능범죄,직권남용,674,82.0,13,26,46,102,107,298
지능범죄,증수뢰,260,12.0,2,5,2,10,27,202
지능범죄,통화,980,208.0,38,95,145,200,209,85
지능범죄,문서・인장,11343,1305.0,156,418,519,1184,1354,6407
지능범죄,유가증권인지,140,18.0,1,5,7,11,14,84
지능범죄,사기,304472,40435.0,8157,15484,18175,45099,68744,108378
지능범죄,횡령,58508,13227.0,2676,4905,6521,10822,8778,11579
지능범죄,배임,4566,326.0,20,48,92,223,356,3501
풍속범죄,소계,21153,5960.0,822,1604,1560,2634,2831,5742
풍속범죄,성풍속범죄,13145,4084.0,575,1116,1171,1900,1872,2427
풍속범죄,도박범죄,8008,1876.0,247,488,389,734,959,3315
특별경제범죄,소계,51400,14843.0,1903,4259,4266,7147,7321,11661
마약범죄,소계,8038,1665.0,341,439,541,1244,1615,2193
보건범죄,소계,12570,2605.0,427,916,1359,2735,2104,2424
환경범죄,소계,3877,652.0,114,248,543,1036,623,661
교통범죄,소계,377354,192203.0,19268,44412,41898,55275,20757,3541
노동범죄,소계,975,89.0,19,25,31,91,126,594
안보범죄,소계,169,26.0,3,6,4,5,16,109
선거범죄,소계,611,41.0,5,17,58,128,159,203
병역범죄,소계,12712,2037.0,227,428,858,4389,3297,1476
기타범죄,소계,240168,51462.0,7342,16310,18390,36313,39235,71116
