죄종별(1),죄종별(2),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
죄종별(1),죄종별(2),계,현행범,피해자신고,고소,고발,자수,민간체포,진정투서,타인신고,신문,불심검문,탐문정보,안면식별,감식자료,변사체,범죄수법,발자국,검사지휘,타기관에서이송,범행도구발견,장물,전과조회,기타
계,소계,1136665,48461,418670,171492,43034,9043,270,83445,122691,1100,50078,49115,165,437,399,277,2,468,1779,174,173,92,135300
강력범죄,소계,21294,1283,9615,6767,84,73,14,277,1924,2,24,436,3,25,66,2,0,13,12,5,0,0,669
강력범죄,살인기수,261,48,16,20,2,8,0,2,58,0,0,12,0,3,60,0,0,0,1,1,0,0,30
강력범죄,살인미수등,380,121,92,33,2,5,1,0,88,0,0,11,0,1,2,0,0,0,1,3,0,0,20
강력범죄,강도,487,60,245,46,1,1,4,4,28,0,4,51,1,3,1,1,0,0,0,0,0,0,37
강력범죄,강간,4981,122,1939,2130,21,13,2,76,433,1,1,80,0,4,0,0,0,3,4,0,0,0,152
강력범죄,유사강간,783,17,319,332,2,3,0,9,69,0,1,12,0,1,0,0,0,0,1,0,0,0,17
강력범죄,강제추행,13215,653,6559,4124,54,27,7,182,1023,1,15,204,2,3,1,0,0,10,3,0,0,0,347
강력범죄,기타 강간·강제추행등,238,11,95,71,1,2,0,2,27,0,0,10,0,8,1,0,0,0,1,0,0,0,9
강력범죄,방화,949,251,350,11,1,14,0,2,198,0,3,56,0,2,1,1,0,0,1,1,0,0,57
절도범죄,소계,104013,3872,73103,2868,61,442,174,815,1465,292,271,13635,115,144,2,167,1,7,42,46,112,20,6359
폭력범죄,소계,200808,17543,133614,23503,221,423,15,2313,13049,55,53,3191,13,23,36,5,0,28,57,14,0,7,6645
폭력범죄,상해,27657,2273,15701,5310,27,81,0,288,2744,6,5,362,1,0,16,0,0,4,14,2,0,0,823
폭력범죄,폭행,110292,9574,79041,8736,42,153,2,803,7185,27,18,988,1,3,17,1,0,11,23,4,0,4,3659
폭력범죄,체포・감금,1083,110,594,202,8,2,0,9,111,0,0,22,0,0,0,0,0,0,1,0,0,0,24
폭력범죄,협박,19727,2182,11480,3859,26,38,0,343,816,4,13,207,0,2,0,0,0,5,5,4,0,0,743
폭력범죄,약취・유인,220,8,88,48,2,0,0,5,29,0,0,16,0,0,1,0,0,0,1,0,0,0,22
폭력범죄,폭력행위등,6155,342,3436,1071,26,8,1,88,682,3,0,244,0,0,1,2,0,2,6,0,0,0,243
폭력범죄,공갈,2362,27,777,929,17,2,4,322,33,0,0,123,0,0,0,0,0,1,2,0,0,1,124
폭력범죄,손괴,33312,3027,22497,3348,73,139,8,455,1449,15,17,1229,11,18,1,2,0,5,5,4,0,2,1007
지능범죄,소계,215471,3593,41133,77847,4110,780,19,64367,1576,350,145,7472,25,136,10,76,0,216,362,42,24,40,13148
지능범죄,직무유기,346,0,8,189,117,0,0,8,1,0,0,3,0,0,0,0,0,0,3,0,0,0,17
지능범죄,직권남용,346,0,7,224,60,1,0,15,0,0,0,13,0,0,0,0,0,0,2,0,0,0,24
지능범죄,증수뢰,361,1,1,25,50,1,0,26,4,1,1,51,0,0,0,0,0,0,6,0,0,0,194
지능범죄,통화,39,0,17,0,0,0,0,2,11,0,0,1,0,0,0,0,0,0,0,0,0,1,7
지능범죄,문서・인장,7771,34,248,4573,1015,8,0,526,395,1,32,394,0,2,2,2,0,14,27,37,0,1,460
지능범죄,유가증권인지,39,1,9,21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
지능범죄,사기,180418,3356,31551,61662,1779,660,14,63122,861,342,85,4811,13,114,6,70,0,173,297,4,2,34,11462
지능범죄,횡령,23124,201,9265,9060,641,109,5,623,298,6,27,1890,12,20,2,4,0,24,25,1,22,4,885
지능범죄,배임,3027,0,27,2093,445,1,0,45,6,0,0,309,0,0,0,0,0,4,2,0,0,0,95
풍속범죄,소계,20139,1061,4701,3655,176,142,19,1163,2751,13,65,2665,1,8,1,3,0,9,88,11,1,1,3605
풍속범죄,성풍속범죄,13988,712,4554,3633,112,64,19,1042,1200,11,55,871,1,8,1,3,0,6,50,9,0,1,1636
풍속범죄,도박범죄,6151,349,147,22,64,78,0,121,1551,2,10,1794,0,0,0,0,0,3,38,2,1,0,1969
특별경제범죄,소계,34525,4150,9261,9236,2851,88,1,3458,1481,70,31,1233,1,1,2,5,0,44,124,6,0,2,2480
마약범죄,소계,7569,236,112,11,221,425,0,70,752,7,82,2520,1,32,2,0,0,6,35,25,0,2,3030
보건범죄,소계,16229,236,367,423,7847,14,0,797,3403,0,234,751,0,0,0,0,0,4,116,1,0,0,2036
환경범죄,소계,3457,7,27,67,2660,5,0,67,215,0,39,178,0,0,0,0,0,0,5,0,0,0,187
교통범죄,소계,300680,3412,121917,682,3420,6051,11,183,66367,55,37814,1218,1,24,13,6,0,22,225,6,0,5,59248
노동범죄,소계,383,2,7,34,180,1,0,38,40,0,4,35,0,0,0,0,0,0,5,0,0,0,37
안보범죄,소계,150,1,8,18,7,0,0,5,3,1,0,54,0,0,1,0,0,0,3,0,0,0,49
선거범죄,소계,199,3,4,15,69,1,0,16,32,0,0,24,0,0,0,0,0,0,3,1,0,0,31
병역범죄,소계,1365,2,3,14,1275,3,0,2,9,2,4,4,0,0,0,0,0,0,6,0,0,2,39
기타범죄,소계,210383,13060,24798,46352,19852,595,17,9874,29624,253,11312,15699,5,44,266,13,1,119,696,17,36,13,37737
