"범죄별","범행연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"합계","계","범죄자 연령[명]","명","1948966","2020196","1861796","1749459","1754808","1638387","1359952",
"합계","14세미만","범죄자 연령[명]","명","64","84","93","","","","",
"합계","14세","범죄자 연령[명]","명","7","7530","7703","8321","9053","9124","8091",
"합계","15세","범죄자 연령[명]","명","14387","13789","12376","11595","11730","11956","10301",
"합계","16세","범죄자 연령[명]","명","17624","17589","16391","13306","13548","13578","11594",
"합계","17세","범죄자 연령[명]","명","18231","17607","17358","15513","14338","13725","11211",
"합계","18세","범죄자 연령[명]","명","20722","19401","18838","17407","17578","16097","12820",
"합계","19세","범죄자 연령[명]","명","24079","22963","20882","19414","20511","19858","15060",
"합계","20세","범죄자 연령[명]","명","19307","20759","19396","18017","18351","19460","16031",
"합계","21세","범죄자 연령[명]","명","19177","20405","20275","18463","19579","19532","17735",
"합계","22세","범죄자 연령[명]","명","25344","25995","24202","22938","22538","21748","18948",
"합계","23세","범죄자 연령[명]","명","28108","30181","27377","25347","25012","23647","19935",
"합계","24세","범죄자 연령[명]","명","27533","32003","30427","26865","26398","24988","21426",
"합계","25세","범죄자 연령[명]","명","28261","31053","31726","29421","28007","25621","22757",
"합계","26~30세","범죄자 연령[명]","명","153167","158537","144360","133269","137049","129654","113807",
"합계","31~35세","범죄자 연령[명]","명","190059","194990","164623","140005","131076","116195","98260",
"합계","36~40세","범죄자 연령[명]","명","186159","198261","180967","168897","169713","151650","122090",
"합계","41~45세","범죄자 연령[명]","명","238266","236612","203467","180180","172082","151885","126475",
"합계","46~50세","범죄자 연령[명]","명","257734","262341","237828","220190","216817","190437","150503",
"합계","51~55세","범죄자 연령[명]","명","254352","256499","227841","212241","210138","195650","158189",
"합계","56~60세","범죄자 연령[명]","명","181159","197955","196968","195107","203731","185680","148081",
"합계","61~70세","범죄자 연령[명]","명","140884","159803","165006","173427","193466","192688","172000",
"합계","71세이상","범죄자 연령[명]","명","44335","49298","50133","54163","62784","63312","59130",
"형법범","계","범죄자 연령[명]","명","993932","1007048","962775","963276","990685","943415","740929",
"형법범","14세미만","범죄자 연령[명]","명","45","65","38","","","","",
"형법범","14세","범죄자 연령[명]","명","7","6952","7053","7713","8322","8102","7196",
"형법범","15세","범죄자 연령[명]","명","12625","12003","10642","10233","10399","10149","8781",
"형법범","16세","범죄자 연령[명]","명","14402","13962","12842","10790","11105","10576","8951",
"형법범","17세","범죄자 연령[명]","명","14258","13581","13270","12070","11090","10127","8079",
"형법범","18세","범죄자 연령[명]","명","15625","14599","14410","13399","13581","12015","9381",
"형법범","19세","범죄자 연령[명]","명","17296","16435","15271","14557","15228","14533","10485",
"형법범","20세","범죄자 연령[명]","명","13505","14272","13575","13222","13523","14151","11048",
"형법범","21세","범죄자 연령[명]","명","12480","13329","13710","12948","13923","13581","11590",
"형법범","22세","범죄자 연령[명]","명","15598","15640","15283","15047","14995","14546","11901",
"형법범","23세","범죄자 연령[명]","명","16075","17244","15930","15544","15538","14931","11960",
"형법범","24세","범죄자 연령[명]","명","14727","16763","16578","15488","15568","15330","12483",
"형법범","25세","범죄자 연령[명]","명","13972","14966","16314","16019","15824","15357","12839",
"형법범","26~30세","범죄자 연령[명]","명","68748","69480","67185","66270","70761","71191","59220",
"형법범","31~35세","범죄자 연령[명]","명","88629","88266","77808","71045","68368","61828","48651",
"형법범","36~40세","범죄자 연령[명]","명","89506","92427","87901","87955","91713","83396","61193",
"형법범","41~45세","범죄자 연령[명]","명","116645","111330","99388","94941","93812","83737","63814",
"형법범","46~50세","범죄자 연령[명]","명","127774","125572","118320","116801","118839","105999","77652",
"형법범","51~55세","범죄자 연령[명]","명","128142","125157","114013","113489","115104","109020","82848",
"형법범","56~60세","범죄자 연령[명]","명","90233","96997","98806","104058","111221","103033","78114",
"형법범","61~70세","범죄자 연령[명]","명","68604","76949","81593","90717","103992","105772","92019",
"형법범","71세이상","범죄자 연령[명]","명","22938","25933","27316","30816","36140","36855","35659",
"재산범죄","계","범죄자 연령[명]","명","431741","429896","414778","427056","452175","445966","329808",
"재산범죄","14세미만","범죄자 연령[명]","명","21","21","17","","","","",
"재산범죄","14세","범죄자 연령[명]","명","1","4351","4359","4485","5077","5436","4290",
"재산범죄","15세","범죄자 연령[명]","명","8363","7428","6199","5628","5802","6326","5064",
"재산범죄","16세","범죄자 연령[명]","명","9143","8343","7081","5780","6202","6265","4818",
"재산범죄","17세","범죄자 연령[명]","명","7435","6824","6120","5490","5274","5439","3834",
"재산범죄","18세","범죄자 연령[명]","명","7105","6121","5280","5114","5454","5389","3779",
"재산범죄","19세","범죄자 연령[명]","명","7728","6881","6190","5898","6668","7212","5038",
"재산범죄","20세","범죄자 연령[명]","명","6475","6461","6037","6241","6403","7611","5855",
"재산범죄","21세","범죄자 연령[명]","명","5705","5831","5941","6104","6632","6769","5780",
"재산범죄","22세","범죄자 연령[명]","명","6715","6576","6262","6608","6859","7227","5813",
"재산범죄","23세","범죄자 연령[명]","명","6774","7113","6504","6999","6991","7294","5700",
"재산범죄","24세","범죄자 연령[명]","명","6091","6925","6784","6699","6870","7433","6080",
"재산범죄","25세","범죄자 연령[명]","명","5838","6064","6778","7105","7076","7396","6017",
"재산범죄","26~30세","범죄자 연령[명]","명","29211","28139","27746","28641","31372","33635","26569",
"재산범죄","31~35세","범죄자 연령[명]","명","36710","35388","31719","30404","29893","27866","20542",
"재산범죄","36~40세","범죄자 연령[명]","명","38415","38212","36828","37843","40300","37227","24871",
"재산범죄","41~45세","범죄자 연령[명]","명","49534","46756","42324","42253","42279","38065","26213",
"재산범죄","46~50세","범죄자 연령[명]","명","53729","52856","51008","52261","54552","49103","32865",
"재산범죄","51~55세","범죄자 연령[명]","명","54040","53169","49186","50243","52922","50768","35666",
"재산범죄","56~60세","범죄자 연령[명]","명","38414","41440","42903","46629","51485","48228","34099",
"재산범죄","61~70세","범죄자 연령[명]","명","29289","33812","36214","41536","48383","50382","42001",
"재산범죄","71세이상","범죄자 연령[명]","명","9879","11863","13288","14933","18001","19422","19243",
"절도","계","범죄자 연령[명]","명","104246","107308","106656","98305","102464","99432","86336",
"절도","14세미만","범죄자 연령[명]","명","10","5","8","","","","",
"절도","14세","범죄자 연령[명]","명","-","3743","3785","3839","4175","4372","3327",
"절도","15세","범죄자 연령[명]","명","6781","6027","5081","4310","4390","4552","3561",
"절도","16세","범죄자 연령[명]","명","6384","5807","5138","3864","3885","3953","2884",
"절도","17세","범죄자 연령[명]","명","4425","3983","3486","2859","2631","2459","1794",
"절도","18세","범죄자 연령[명]","명","3570","2969","2510","2032","2060","1730","1149",
"절도","19세","범죄자 연령[명]","명","3030","2601","2193","1748","1801","1414","935",
"절도","20세","범죄자 연령[명]","명","2145","2180","1961","1614","1442","1275","1032",
"절도","21세","범죄자 연령[명]","명","1807","1998","1921","1540","1481","1214","903",
"절도","22세","범죄자 연령[명]","명","2222","2192","2103","1700","1614","1187","969",
"절도","23세","범죄자 연령[명]","명","2073","2209","2049","1859","1560","1359","910",
"절도","24세","범죄자 연령[명]","명","1823","2129","1961","1683","1593","1409","954",
"절도","25세","범죄자 연령[명]","명","1725","1795","1906","1795","1652","1459","1110",
"절도","26~30세","범죄자 연령[명]","명","7516","7753","7572","6912","6665","6419","5159",
"절도","31~35세","범죄자 연령[명]","명","7611","7717","7077","6224","5822","5230","4205",
"절도","36~40세","범죄자 연령[명]","명","6385","6993","7160","6579","7027","6350","4964",
"절도","41~45세","범죄자 연령[명]","명","7499","7378","7229","6573","6550","6024","5140",
"절도","46~50세","범죄자 연령[명]","명","7827","8242","8574","7889","8037","7486","6250",
"절도","51~55세","범죄자 연령[명]","명","8527","8952","8866","8385","8250","8382","7587",
"절도","56~60세","범죄자 연령[명]","명","6717","7987","8934","8748","9604","9361","8202",
"절도","61~70세","범죄자 연령[명]","명","6902","8819","10152","10733","12691","13530","13850",
"절도","71세이상","범죄자 연령[명]","명","3739","5205","6380","6761","8778","9588","11048",
"장물","계","범죄자 연령[명]","명","4730","3815","3131","1811","1469","1108","618",
"장물","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"장물","14세","범죄자 연령[명]","명","-","44","31","17","29","26","21",
"장물","15세","범죄자 연령[명]","명","104","82","52","38","28","36","22",
"장물","16세","범죄자 연령[명]","명","263","162","130","64","48","44","21",
"장물","17세","범죄자 연령[명]","명","242","153","139","95","36","49","20",
"장물","18세","범죄자 연령[명]","명","192","150","91","76","34","33","21",
"장물","19세","범죄자 연령[명]","명","190","114","82","48","37","32","12",
"장물","20세","범죄자 연령[명]","명","110","86","73","30","25","18","3",
"장물","21세","범죄자 연령[명]","명","91","73","73","33","27","20","8",
"장물","22세","범죄자 연령[명]","명","85","79","45","33","45","20","9",
"장물","23세","범죄자 연령[명]","명","92","93","54","34","21","14","11",
"장물","24세","범죄자 연령[명]","명","62","60","52","32","23","18","5",
"장물","25세","범죄자 연령[명]","명","85","38","56","22","15","15","9",
"장물","26~30세","범죄자 연령[명]","명","412","289","238","125","108","64","40",
"장물","31~35세","범죄자 연령[명]","명","472","384","364","162","121","69","38",
"장물","36~40세","범죄자 연령[명]","명","397","367","363","171","153","73","37",
"장물","41~45세","범죄자 연령[명]","명","455","373","291","159","130","64","40",
"장물","46~50세","범죄자 연령[명]","명","384","341","276","149","135","99","59",
"장물","51~55세","범죄자 연령[명]","명","390","331","237","159","152","117","61",
"장물","56~60세","범죄자 연령[명]","명","339","271","234","146","114","114","69",
"장물","61~70세","범죄자 연령[명]","명","229","241","190","148","142","124","90",
"장물","71세이상","범죄자 연령[명]","명","49","57","32","43","29","28","16",
"사기","계","범죄자 연령[명]","명","241830","236001","223122","242658","260828","258094","170159",
"사기","14세미만","범죄자 연령[명]","명","2","8","7","","","","",
"사기","14세","범죄자 연령[명]","명","-","398","353","424","609","708","646",
"사기","15세","범죄자 연령[명]","명","1108","953","770","983","1023","1329","1101",
"사기","16세","범죄자 연령[명]","명","1989","1817","1267","1374","1762","1800","1447",
"사기","17세","범죄자 연령[명]","명","2149","2044","1845","1891","2044","2359","1577",
"사기","18세","범죄자 연령[명]","명","2596","2262","1983","2296","2650","3016","2083",
"사기","19세","범죄자 연령[명]","명","3760","3344","3120","3393","4082","5048","3476",
"사기","20세","범죄자 연령[명]","명","3597","3516","3374","3943","4241","5650","4252",
"사기","21세","범죄자 연령[명]","명","3215","3122","3204","3823","4399","4830","4218",
"사기","22세","범죄자 연령[명]","명","3651","3502","3333","4070","4362","5145","4062",
"사기","23세","범죄자 연령[명]","명","3798","3901","3503","4208","4551","5029","4014",
"사기","24세","범죄자 연령[명]","명","3416","3747","3776","4042","4323","5005","4327",
"사기","25세","범죄자 연령[명]","명","3255","3358","3802","4354","4440","4911","3994",
"사기","26~30세","범죄자 연령[명]","명","16949","15554","15406","17063","19790","21988","16860",
"사기","31~35세","범죄자 연령[명]","명","22002","20661","18257","18189","18454","17417","11981",
"사기","36~40세","범죄자 연령[명]","명","23746","23075","21740","23299","24972","23029","13922",
"사기","41~45세","범죄자 연령[명]","명","31031","28914","25680","26746","26813","23590","14280",
"사기","46~50세","범죄자 연령[명]","명","33822","32787","30927","32884","34739","30615","17910",
"사기","51~55세","범죄자 연령[명]","명","33488","32544","29246","30646","33190","31013","18869",
"사기","56~60세","범죄자 연령[명]","명","22971","24156","24299","27533","30608","28172","17174",
"사기","61~70세","범죄자 연령[명]","명","15228","16747","17354","20814","24293","24543","17100",
"사기","71세이상","범죄자 연령[명]","명","3309","3376","3365","4049","4482","4737","3153",
"횡령","계","범죄자 연령[명]","명","38393","37984","36315","37797","38055","38151","29441",
"횡령","14세미만","범죄자 연령[명]","명","1","1","1","","","","",
"횡령","14세","범죄자 연령[명]","명","1","84","113","114","126","155","127",
"횡령","15세","범죄자 연령[명]","명","248","212","176","166","192","212","164",
"횡령","16세","범죄자 연령[명]","명","359","388","371","313","288","276","247",
"횡령","17세","범죄자 연령[명]","명","434","436","415","416","345","364","229",
"횡령","18세","범죄자 연령[명]","명","413","373","348","384","329","302","216",
"횡령","19세","범죄자 연령[명]","명","339","332","322","265","278","271","192",
"횡령","20세","범죄자 연령[명]","명","267","296","275","261","274","238","185",
"횡령","21세","범죄자 연령[명]","명","262","294","291","294","276","265","205",
"횡령","22세","범죄자 연령[명]","명","323","362","307","304","329","321","255",
"횡령","23세","범죄자 연령[명]","명","309","338","332","344","299","342","259",
"횡령","24세","범죄자 연령[명]","명","299","400","401","314","343","378","275",
"횡령","25세","범죄자 연령[명]","명","333","379","357","341","367","351","287",
"횡령","26~30세","범죄자 연령[명]","명","1821","1908","1873","1778","1810","2021","1529",
"횡령","31~35세","범죄자 연령[명]","명","3141","2942","2539","2462","2290","2087","1650",
"횡령","36~40세","범죄자 연령[명]","명","3790","3463","3230","3340","3550","3268","2369",
"횡령","41~45세","범죄자 연령[명]","명","5058","4615","4037","3967","3788","3630","2604",
"횡령","46~50세","범죄자 연령[명]","명","5454","5040","4889","4965","4915","4617","3389",
"횡령","51~55세","범죄자 연령[명]","명","5585","5142","4741","4797","4780","4835","3644",
"횡령","56~60세","범죄자 연령[명]","명","4022","4270","4174","4796","4995","4626","3580",
"횡령","61~70세","범죄자 연령[명]","명","3397","3883","4068","4860","5410","5825","4861",
"횡령","71세이상","범죄자 연령[명]","명","1275","1596","1732","2006","2252","2528","2506",
"배임","계","범죄자 연령[명]","명","10445","9391","10069","10158","10274","9887","6991",
"배임","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"배임","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"배임","15세","범죄자 연령[명]","명","1","-","","-","-","-","-",
"배임","16세","범죄자 연령[명]","명","1","3","1","-","-","1","-",
"배임","17세","범죄자 연령[명]","명","-","2","","-","-","2","1",
"배임","18세","범죄자 연령[명]","명","2","2","","2","1","-","-",
"배임","19세","범죄자 연령[명]","명","5","13","1","3","4","4","3",
"배임","20세","범죄자 연령[명]","명","7","6","9","5","9","1","4",
"배임","21세","범죄자 연령[명]","명","6","5","5","10","7","5","2",
"배임","22세","범죄자 연령[명]","명","9","10","3","4","13","13","12",
"배임","23세","범죄자 연령[명]","명","12","11","11","8","7","15","9",
"배임","24세","범죄자 연령[명]","명","15","24","14","14","15","23","12",
"배임","25세","범죄자 연령[명]","명","10","8","26","26","18","29","10",
"배임","26~30세","범죄자 연령[명]","명","198","166","145","164","207","187","160",
"배임","31~35세","범죄자 연령[명]","명","470","415","377","409","330","329","223",
"배임","36~40세","범죄자 연령[명]","명","754","702","788","769","664","707","434",
"배임","41~45세","범죄자 연령[명]","명","1309","1096","1089","1107","997","913","666",
"배임","46~50세","범죄자 연령[명]","명","1542","1326","1464","1412","1628","1427","954",
"배임","51~55세","범죄자 연령[명]","명","1784","1543","1557","1597","1596","1519","1022",
"배임","56~60세","범죄자 연령[명]","명","1397","1322","1614","1428","1689","1493","1035",
"배임","61~70세","범죄자 연령[명]","명","1344","1385","1372","1496","1794","1670","1379",
"배임","71세이상","범죄자 연령[명]","명","479","467","499","628","589","582","438",
"손괴","계","범죄자 연령[명]","명","32097","35397","35485","36327","39085","39294","36263",
"손괴","14세미만","범죄자 연령[명]","명","8","7","1","","","","",
"손괴","14세","범죄자 연령[명]","명","-","82","77","91","138","175","169",
"손괴","15세","범죄자 연령[명]","명","121","154","120","131","169","197","216",
"손괴","16세","범죄자 연령[명]","명","147","166","174","165","219","191","219",
"손괴","17세","범죄자 연령[명]","명","185","206","235","229","218","206","213",
"손괴","18세","범죄자 연령[명]","명","332","365","348","324","380","308","310",
"손괴","19세","범죄자 연령[명]","명","404","477","472","441","466","443","420",
"손괴","20세","범죄자 연령[명]","명","349","377","345","388","412","429","379",
"손괴","21세","범죄자 연령[명]","명","324","339","447","404","442","435","444",
"손괴","22세","범죄자 연령[명]","명","425","431","471","497","496","541","506",
"손괴","23세","범죄자 연령[명]","명","490","561","555","546","553","535","497",
"손괴","24세","범죄자 연령[명]","명","476","565","580","614","573","600","507",
"손괴","25세","범죄자 연령[명]","명","430","486","631","567","584","631","607",
"손괴","26~30세","범죄자 연령[명]","명","2315","2469","2512","2599","2792","2956","2821",
"손괴","31~35세","범죄자 연령[명]","명","3014","3269","3105","2958","2876","2734","2445",
"손괴","36~40세","범죄자 연령[명]","명","3343","3612","3547","3685","3934","3800","3145",
"손괴","41~45세","범죄자 연령[명]","명","4182","4380","3998","3701","4001","3844","3483",
"손괴","46~50세","범죄자 연령[명]","명","4700","5120","4878","4962","5098","4859","4303",
"손괴","51~55세","범죄자 연령[명]","명","4266","4657","4539","4659","4954","4902","4483",
"손괴","56~60세","범죄자 연령[명]","명","2968","3434","3648","3978","4475","4462","4039",
"손괴","61~70세","범죄자 연령[명]","명","2189","2737","3078","3485","4053","4690","4721",
"손괴","71세이상","범죄자 연령[명]","명","1028","1162","1280","1446","1871","1959","2082",
"강력범죄(흉악)","계","범죄자 연령[명]","명","31775","33529","36583","36641","37390","35461","34103",
"강력범죄(흉악)","14세미만","범죄자 연령[명]","명","1","3","6","","","","",
"강력범죄(흉악)","14세","범죄자 연령[명]","명","3","430","382","473","487","411","628",
"강력범죄(흉악)","15세","범죄자 연령[명]","명","588","640","624","635","654","602","656",
"강력범죄(흉악)","16세","범죄자 연령[명]","명","661","785","797","704","733","647","741",
"강력범죄(흉악)","17세","범죄자 연령[명]","명","709","733","807","814","839","669","781",
"강력범죄(흉악)","18세","범죄자 연령[명]","명","751","752","847","883","952","805","800",
"강력범죄(흉악)","19세","범죄자 연령[명]","명","739","739","809","822","949","748","699",
"강력범죄(흉악)","20세","범죄자 연령[명]","명","551","593","679","645","715","669","672",
"강력범죄(흉악)","21세","범죄자 연령[명]","명","556","610","696","739","746","686","763",
"강력범죄(흉악)","22세","범죄자 연령[명]","명","804","770","899","849","919","788","967",
"강력범죄(흉악)","23세","범죄자 연령[명]","명","844","850","921","934","911","828","925",
"강력범죄(흉악)","24세","범죄자 연령[명]","명","752","898","1074","1036","1071","1028","991",
"강력범죄(흉악)","25세","범죄자 연령[명]","명","772","749","1006","1101","1015","1049","1098",
"강력범죄(흉악)","26~30세","범죄자 연령[명]","명","3396","3616","4073","4149","4387","4387","4657",
"강력범죄(흉악)","31~35세","범죄자 연령[명]","명","3677","3650","3821","3377","3406","3187","3239",
"강력범죄(흉악)","36~40세","범죄자 연령[명]","명","3012","3162","3460","3392","3482","3373","2975",
"강력범죄(흉악)","41~45세","범죄자 연령[명]","명","3260","3209","3280","3105","2942","2816","2483",
"강력범죄(흉악)","46~50세","범죄자 연령[명]","명","3122","3247","3424","3411","3313","3020","2648",
"강력범죄(흉악)","51~55세","범죄자 연령[명]","명","2761","2943","2998","2999","2990","2934","2444",
"강력범죄(흉악)","56~60세","범죄자 연령[명]","명","1910","2174","2518","2661","2665","2497","2196",
"강력범죄(흉악)","61~70세","범죄자 연령[명]","명","1646","1848","2260","2318","2617","2702","2382",
"강력범죄(흉악)","71세이상","범죄자 연령[명]","명","675","831","909","963","1133","1021","1083",
"살인","계","범죄자 연령[명]","명","1050","1043","986","1095","1050","1034","772",
"살인","14세미만","범죄자 연령[명]","명","-","-","1","","","","",
"살인","14세","범죄자 연령[명]","명","-","2","1","-","2","2","2",
"살인","15세","범죄자 연령[명]","명","2","2","1","-","1","2","1",
"살인","16세","범죄자 연령[명]","명","2","1","","4","4","2","1",
"살인","17세","범죄자 연령[명]","명","8","6","11","3","5","1","2",
"살인","18세","범죄자 연령[명]","명","4","8","4","4","8","2","5",
"살인","19세","범죄자 연령[명]","명","5","5","12","6","12","7","4",
"살인","20세","범죄자 연령[명]","명","4","10","8","14","2","7","10",
"살인","21세","범죄자 연령[명]","명","13","6","11","12","9","10","9",
"살인","22세","범죄자 연령[명]","명","10","11","8","14","16","13","13",
"살인","23세","범죄자 연령[명]","명","15","10","10","10","10","9","15",
"살인","24세","범죄자 연령[명]","명","9","14","14","10","8","18","13",
"살인","25세","범죄자 연령[명]","명","16","14","19","12","5","19","13",
"살인","26~30세","범죄자 연령[명]","명","67","65","69","58","64","58","73",
"살인","31~35세","범죄자 연령[명]","명","77","98","75","70","75","54","57",
"살인","36~40세","범죄자 연령[명]","명","101","96","86","84","83","77","72",
"살인","41~45세","범죄자 연령[명]","명","135","120","100","96","80","78","62",
"살인","46~50세","범죄자 연령[명]","명","146","169","122","123","113","84","80",
"살인","51~55세","범죄자 연령[명]","명","147","132","124","113","116","95","77",
"살인","56~60세","범죄자 연령[명]","명","107","108","112","101","126","112","75",
"살인","61~70세","범죄자 연령[명]","명","69","90","95","107","129","115","95",
"살인","71세이상","범죄자 연령[명]","명","53","39","42","48","43","41","41",
"강도","계","범죄자 연령[명]","명","2046","1846","1497","1320","1495","1314","764",
"강도","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"강도","14세","범죄자 연령[명]","명","-","16","9","27","38","36","37",
"강도","15세","범죄자 연령[명]","명","75","43","33","34","69","84","36",
"강도","16세","범죄자 연령[명]","명","122","99","70","49","86","79","55",
"강도","17세","범죄자 연령[명]","명","134","94","69","57","78","68","24",
"강도","18세","범죄자 연령[명]","명","101","65","63","48","95","57","26",
"강도","19세","범죄자 연령[명]","명","98","80","51","53","82","45","18",
"강도","20세","범죄자 연령[명]","명","63","57","39","52","52","52","24",
"강도","21세","범죄자 연령[명]","명","42","59","20","30","46","28","22",
"강도","22세","범죄자 연령[명]","명","44","53","47","38","29","22","18",
"강도","23세","범죄자 연령[명]","명","29","26","29","29","23","33","6",
"강도","24세","범죄자 연령[명]","명","39","29","46","30","27","33","14",
"강도","25세","범죄자 연령[명]","명","49","29","26","23","23","33","13",
"강도","26~30세","범죄자 연령[명]","명","212","166","156","100","129","116","70",
"강도","31~35세","범죄자 연령[명]","명","265","213","178","98","115","94","59",
"강도","36~40세","범죄자 연령[명]","명","174","175","160","109","103","112","60",
"강도","41~45세","범죄자 연령[명]","명","170","140","120","100","79","72","67",
"강도","46~50세","범죄자 연령[명]","명","140","145","135","103","97","71","48",
"강도","51~55세","범죄자 연령[명]","명","126","95","101","79","76","69","60",
"강도","56~60세","범죄자 연령[명]","명","66","76","62","59","65","53","40",
"강도","61~70세","범죄자 연령[명]","명","36","46","44","38","42","42","46",
"강도","71세이상","범죄자 연령[명]","명","11","12","11","8","11","13","7",
"방화","계","범죄자 연령[명]","명","1480","1351","1263","1368","1294","1161","916",
"방화","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"방화","14세","범죄자 연령[명]","명","-","27","27","36","31","31","28",
"방화","15세","범죄자 연령[명]","명","24","33","29","27","27","16","14",
"방화","16세","범죄자 연령[명]","명","15","46","36","18","27","18","16",
"방화","17세","범죄자 연령[명]","명","10","32","16","17","9","16","6",
"방화","18세","범죄자 연령[명]","명","9","9","10","12","5","18","12",
"방화","19세","범죄자 연령[명]","명","23","18","12","16","22","15","4",
"방화","20세","범죄자 연령[명]","명","14","13","7","17","10","10","7",
"방화","21세","범죄자 연령[명]","명","9","12","10","8","14","6","5",
"방화","22세","범죄자 연령[명]","명","16","9","12","17","20","15","12",
"방화","23세","범죄자 연령[명]","명","21","12","18","18","20","11","13",
"방화","24세","범죄자 연령[명]","명","8","12","17","15","13","15","17",
"방화","25세","범죄자 연령[명]","명","12","7","7","17","19","8","15",
"방화","26~30세","범죄자 연령[명]","명","61","49","60","54","62","55","52",
"방화","31~35세","범죄자 연령[명]","명","103","102","69","82","69","61","46",
"방화","36~40세","범죄자 연령[명]","명","103","89","105","92","91","82","66",
"방화","41~45세","범죄자 연령[명]","명","194","151","143","133","117","91","74",
"방화","46~50세","범죄자 연령[명]","명","262","204","202","193","201","161","115",
"방화","51~55세","범죄자 연령[명]","명","243","227","189","206","185","182","124",
"방화","56~60세","범죄자 연령[명]","명","170","151","157","213","167","162","131",
"방화","61~70세","범죄자 연령[명]","명","100","104","100","120","135","143","120",
"방화","71세이상","범죄자 연령[명]","명","42","42","36","46","46","41","39",
"성폭력","계","범죄자 연령[명]","명","27199","29289","32837","32858","33551","31952","31651",
"성폭력","14세미만","범죄자 연령[명]","명","1","3","5","","","","",
"성폭력","14세","범죄자 연령[명]","명","3","385","345","410","416","342","561",
"성폭력","15세","범죄자 연령[명]","명","487","562","561","574","557","500","605",
"성폭력","16세","범죄자 연령[명]","명","522","639","691","633","616","548","669",
"성폭력","17세","범죄자 연령[명]","명","557","601","711","737","747","584","749",
"성폭력","18세","범죄자 연령[명]","명","637","670","770","819","844","728","757",
"성폭력","19세","범죄자 연령[명]","명","613","636","734","747","833","681","673",
"성폭력","20세","범죄자 연령[명]","명","470","513","625","562","651","600","631",
"성폭력","21세","범죄자 연령[명]","명","492","533","655","689","677","642","727",
"성폭력","22세","범죄자 연령[명]","명","734","697","832","780","854","738","924",
"성폭력","23세","범죄자 연령[명]","명","779","802","864","877","858","775","891",
"성폭력","24세","범죄자 연령[명]","명","696","843","997","981","1023","962","947",
"성폭력","25세","범죄자 연령[명]","명","695","699","954","1049","968","989","1057",
"성폭력","26~30세","범죄자 연령[명]","명","3056","3336","3788","3937","4132","4158","4462",
"성폭력","31~35세","범죄자 연령[명]","명","3232","3237","3499","3127","3147","2978","3077",
"성폭력","36~40세","범죄자 연령[명]","명","2634","2802","3109","3107","3205","3102","2777",
"성폭력","41~45세","범죄자 연령[명]","명","2761","2798","2917","2776","2666","2575","2280",
"성폭력","46~50세","범죄자 연령[명]","명","2574","2729","2965","2992","2902","2704","2405",
"성폭력","51~55세","범죄자 연령[명]","명","2245","2489","2584","2601","2613","2588","2183",
"성폭력","56~60세","범죄자 연령[명]","명","1567","1839","2187","2288","2307","2170","1950",
"성폭력","61~70세","범죄자 연령[명]","명","1441","1608","2021","2053","2311","2402","2121",
"성폭력","71세이상","범죄자 연령[명]","명","569","738","820","861","1033","926","996",
"강력범죄(폭력)","계","범죄자 연령[명]","명","344867","349879","332779","317876","312669","279976","232001",
"강력범죄(폭력)","14세미만","범죄자 연령[명]","명","12","7","10","","","","",
"강력범죄(폭력)","14세","범죄자 연령[명]","명","1","1874","2071","2404","2345","1837","1866",
"강력범죄(폭력)","15세","범죄자 연령[명]","명","3052","3372","3337","3368","3326","2558","2487",
"강력범죄(폭력)","16세","범죄자 연령[명]","명","3562","3889","4094","3509","3392","2775","2676",
"강력범죄(폭력)","17세","범죄자 연령[명]","명","4594","4342","4958","4438","3861","3012","2630",
"강력범죄(폭력)","18세","범죄자 연령[명]","명","6252","5992","6573","6023","5698","4562","3955",
"강력범죄(폭력)","19세","범죄자 연령[명]","명","7381","7366","6991","6677","6261","5374","3892",
"강력범죄(폭력)","20세","범죄자 연령[명]","명","5315","5870","5628","5201","5115","4611","3568",
"강력범죄(폭력)","21세","범죄자 연령[명]","명","5117","5590","5783","4930","5146","4762","3879",
"강력범죄(폭력)","22세","범죄자 연령[명]","명","6635","6585","6652","6077","5627","5017","3931",
"강력범죄(폭력)","23세","범죄자 연령[명]","명","6759","7279","6851","5992","5836","5040","3921",
"강력범죄(폭력)","24세","범죄자 연령[명]","명","6256","6817","6864","6030","5663","4945","3786",
"강력범죄(폭력)","25세","범죄자 연령[명]","명","5689","5988","6560","5992","5692","4859","3989",
"강력범죄(폭력)","26~30세","범죄자 연령[명]","명","26694","26352","25877","24364","24366","22173","18589",
"강력범죄(폭력)","31~35세","범죄자 연령[명]","명","34154","33634","29716","25988","23776","20011","16185",
"강력범죄(폭력)","36~40세","범죄자 연령[명]","명","32700","34066","32532","31703","31580","27750","21949",
"강력범죄(폭력)","41~45세","범죄자 연령[명]","명","41637","39937","35446","32239","30882","26913","22240",
"강력범죄(폭력)","46~50세","범죄자 연령[명]","명","44241","43558","40072","38155","37392","32695","25773",
"강력범죄(폭력)","51~55세","범죄자 연령[명]","명","42888","41716","37294","35849","34406","32031","26382",
