"범죄별","범행연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"의료법","22세","범죄자 연령[명]","명","21","29","38","39","46","22","19",
"의료법","23세","범죄자 연령[명]","명","39","45","41","48","60","63","24",
"의료법","24세","범죄자 연령[명]","명","36","55","53","59","71","61","49",
"의료법","25세","범죄자 연령[명]","명","60","53","62","68","96","83","46",
"의료법","26~30세","범죄자 연령[명]","명","316","311","401","574","617","551","359",
"의료법","31~35세","범죄자 연령[명]","명","537","505","622","763","755","710","399",
"의료법","36~40세","범죄자 연령[명]","명","643","647","773","991","1031","929","524",
"의료법","41~45세","범죄자 연령[명]","명","802","777","814","920","922","751","608",
"의료법","46~50세","범죄자 연령[명]","명","839","839","877","966","1015","859","618",
"의료법","51~55세","범죄자 연령[명]","명","678","740","644","832","786","677","554",
"의료법","56~60세","범죄자 연령[명]","명","386","408","465","543","637","575","392",
"의료법","61~70세","범죄자 연령[명]","명","289","304","361","437","512","452","357",
"의료법","71세이상","범죄자 연령[명]","명","114","113","142","136","127","74","91",
"자동차관리법","계","범죄자 연령[명]","명","20983","34185","26574","22351","22688","24966","26990",
"자동차관리법","14세미만","범죄자 연령[명]","명","-","1","","","","","",
"자동차관리법","14세","범죄자 연령[명]","명","-","-","1","1","-","-","-",
"자동차관리법","15세","범죄자 연령[명]","명","2","1","","3","-","8","4",
"자동차관리법","16세","범죄자 연령[명]","명","41","61","70","42","66","100","131",
"자동차관리법","17세","범죄자 연령[명]","명","52","61","99","76","135","180","286",
"자동차관리법","18세","범죄자 연령[명]","명","77","101","92","106","170","175","257",
"자동차관리법","19세","범죄자 연령[명]","명","98","163","133","125","214","239","271",
"자동차관리법","20세","범죄자 연령[명]","명","86","206","152","153","181","227","300",
"자동차관리법","21세","범죄자 연령[명]","명","153","242","163","169","189","217","296",
"자동차관리법","22세","범죄자 연령[명]","명","247","342","229","235","220","288","323",
"자동차관리법","23세","범죄자 연령[명]","명","299","489","297","243","279","299","326",
"자동차관리법","24세","범죄자 연령[명]","명","351","585","372","297","295","313","347",
"자동차관리법","25세","범죄자 연령[명]","명","368","618","380","335","338","313","357",
"자동차관리법","26~30세","범죄자 연령[명]","명","1716","2584","1738","1686","1699","1848","1976",
"자동차관리법","31~35세","범죄자 연령[명]","명","2297","3637","2521","2024","1802","1873","1882",
"자동차관리법","36~40세","범죄자 연령[명]","명","2422","3987","3201","2601","2672","2864","2885",
"자동차관리법","41~45세","범죄자 연령[명]","명","2869","4790","3481","2848","2629","2827","3046",
"자동차관리법","46~50세","범죄자 연령[명]","명","3042","4947","3850","3199","3204","3419","3543",
"자동차관리법","51~55세","범죄자 연령[명]","명","2899","4848","3602","2940","3022","3343","3540",
"자동차관리법","56~60세","범죄자 연령[명]","명","1995","3377","3060","2487","2708","2882","3107",
"자동차관리법","61~70세","범죄자 연령[명]","명","1338","2286","2166","1929","2312","2690","3208",
"자동차관리법","71세이상","범죄자 연령[명]","명","280","446","405","421","467","548","728",
"자동차손해배상보장법","계","범죄자 연령[명]","명","31643","53667","40908","26662","22773","19108","15607",
"자동차손해배상보장법","14세미만","범죄자 연령[명]","명","1","-","","","","","",
"자동차손해배상보장법","14세","범죄자 연령[명]","명","-","3","2","2","5","3","1",
"자동차손해배상보장법","15세","범죄자 연령[명]","명","7","5","20","13","3","11","9",
"자동차손해배상보장법","16세","범죄자 연령[명]","명","123","159","198","90","78","120","123",
"자동차손해배상보장법","17세","범죄자 연령[명]","명","144","187","203","141","108","150","171",
"자동차손해배상보장법","18세","범죄자 연령[명]","명","118","181","145","94","83","120","141",
"자동차손해배상보장법","19세","범죄자 연령[명]","명","130","268","212","117","116","165","194",
"자동차손해배상보장법","20세","범죄자 연령[명]","명","119","314","254","144","114","133","181",
"자동차손해배상보장법","21세","범죄자 연령[명]","명","98","271","226","138","132","128","177",
"자동차손해배상보장법","22세","범죄자 연령[명]","명","140","326","272","144","169","160","167",
"자동차손해배상보장법","23세","범죄자 연령[명]","명","184","428","348","188","215","187","182",
"자동차손해배상보장법","24세","범죄자 연령[명]","명","198","514","424","213","233","197","223",
"자동차손해배상보장법","25세","범죄자 연령[명]","명","199","555","465","282","253","231","219",
"자동차손해배상보장법","26~30세","범죄자 연령[명]","명","1462","3212","2367","1621","1505","1345","1172",
"자동차손해배상보장법","31~35세","범죄자 연령[명]","명","2636","4900","3682","2240","1778","1399","1157",
"자동차손해배상보장법","36~40세","범죄자 연령[명]","명","3229","5548","4294","2770","2453","1787","1376",
"자동차손해배상보장법","41~45세","범죄자 연령[명]","명","4568","7468","5131","3193","2595","2006","1516",
"자동차손해배상보장법","46~50세","범죄자 연령[명]","명","5666","9255","6736","4210","3362","2591","1944",
"자동차손해배상보장법","51~55세","범죄자 연령[명]","명","5427","8891","6226","3981","3529","2801","2177",
"자동차손해배상보장법","56~60세","범죄자 연령[명]","명","3454","5955","4871","3287","3022","2548","2010",
"자동차손해배상보장법","61~70세","범죄자 연령[명]","명","2241","3610","3239","2415","2293","2049","1766",
"자동차손해배상보장법","71세이상","범죄자 연령[명]","명","631","848","754","620","571","525","411",
"자본시장과금융투자업에관한법률","계","범죄자 연령[명]","명","-","444","628","794","587","756","732",
"자본시장과금융투자업에관한법률","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"자본시장과금융투자업에관한법률","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"자본시장과금융투자업에관한법률","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"자본시장과금융투자업에관한법률","16세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"자본시장과금융투자업에관한법률","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"자본시장과금융투자업에관한법률","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"자본시장과금융투자업에관한법률","19세","범죄자 연령[명]","명","-","-","","4","-","-","-",
"자본시장과금융투자업에관한법률","20세","범죄자 연령[명]","명","-","-","","2","1","1","3",
"자본시장과금융투자업에관한법률","21세","범죄자 연령[명]","명","-","-","1","3","1","4","-",
"자본시장과금융투자업에관한법률","22세","범죄자 연령[명]","명","-","-","1","4","-","-","2",
"자본시장과금융투자업에관한법률","23세","범죄자 연령[명]","명","-","5","3","4","1","2","6",
"자본시장과금융투자업에관한법률","24세","범죄자 연령[명]","명","-","-","2","4","3","4","12",
"자본시장과금융투자업에관한법률","25세","범죄자 연령[명]","명","-","1","5","5","3","6","12",
"자본시장과금융투자업에관한법률","26~30세","범죄자 연령[명]","명","-","34","42","28","48","87","105",
"자본시장과금융투자업에관한법률","31~35세","범죄자 연령[명]","명","-","37","57","46","45","71","92",
"자본시장과금융투자업에관한법률","36~40세","범죄자 연령[명]","명","-","54","61","61","59","87","82",
"자본시장과금융투자업에관한법률","41~45세","범죄자 연령[명]","명","-","76","65","76","90","80","52",
"자본시장과금융투자업에관한법률","46~50세","범죄자 연령[명]","명","-","60","77","90","101","110","85",
"자본시장과금융투자업에관한법률","51~55세","범죄자 연령[명]","명","-","54","48","92","82","78","72",
"자본시장과금융투자업에관한법률","56~60세","범죄자 연령[명]","명","-","29","40","74","48","44","42",
"자본시장과금융투자업에관한법률","61~70세","범죄자 연령[명]","명","-","20","25","40","33","24","42",
"자본시장과금융투자업에관한법률","71세이상","범죄자 연령[명]","명","-","4","4","1","6","7","5",
"저작권법","계","범죄자 연령[명]","명","30948","18282","12563","9600","8858","7212","6380",
"저작권법","14세미만","범죄자 연령[명]","명","-","2","3","","","","",
"저작권법","14세","범죄자 연령[명]","명","-","11","4","-","-","5","7",
"저작권법","15세","범죄자 연령[명]","명","33","25","11","5","3","4","8",
"저작권법","16세","범죄자 연령[명]","명","39","28","24","4","10","14","11",
"저작권법","17세","범죄자 연령[명]","명","66","38","37","7","8","18","9",
"저작권법","18세","범죄자 연령[명]","명","122","42","49","21","22","37","35",
"저작권법","19세","범죄자 연령[명]","명","263","171","88","33","53","31","23",
"저작권법","20세","범죄자 연령[명]","명","226","108","107","35","35","42","35",
"저작권법","21세","범죄자 연령[명]","명","227","97","87","33","29","33","30",
"저작권법","22세","범죄자 연령[명]","명","327","192","110","64","46","41","39",
"저작권법","23세","범죄자 연령[명]","명","418","203","153","69","58","60","61",
"저작권법","24세","범죄자 연령[명]","명","411","202","160","89","93","58","62",
"저작권법","25세","범죄자 연령[명]","명","421","258","169","98","86","56","53",
"저작권법","26~30세","범죄자 연령[명]","명","2492","1283","959","751","656","561","427",
"저작권법","31~35세","범죄자 연령[명]","명","2600","1676","1184","830","785","754","575",
"저작권법","36~40세","범죄자 연령[명]","명","2199","1573","1277","1079","1121","926","787",
"저작권법","41~45세","범죄자 연령[명]","명","1838","1374","1214","1009","952","843","666",
"저작권법","46~50세","범죄자 연령[명]","명","1608","1308","1167","1164","931","814","793",
"저작권법","51~55세","범죄자 연령[명]","명","1442","975","950","867","761","596","607",
"저작권법","56~60세","범죄자 연령[명]","명","874","695","678","667","629","499","424",
"저작권법","61~70세","범죄자 연령[명]","명","520","442","487","523","411","308","312",
"저작권법","71세이상","범죄자 연령[명]","명","119","74","91","94","36","52","60",
"전자금융거래법","계","범죄자 연령[명]","명","29110","19092","20176","23569","24691","15198","8845",
"전자금융거래법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"전자금융거래법","14세","범죄자 연령[명]","명","-","7","2","3","2","2","3",
"전자금융거래법","15세","범죄자 연령[명]","명","64","30","20","10","8","7","5",
"전자금융거래법","16세","범죄자 연령[명]","명","189","66","58","17","41","22","10",
"전자금융거래법","17세","범죄자 연령[명]","명","245","117","46","79","87","41","11",
"전자금융거래법","18세","범죄자 연령[명]","명","595","233","148","138","173","53","36",
"전자금융거래법","19세","범죄자 연령[명]","명","1053","550","493","457","431","276","162",
"전자금융거래법","20세","범죄자 연령[명]","명","917","573","553","467","441","347","228",
"전자금융거래법","21세","범죄자 연령[명]","명","872","557","527","448","450","317","226",
"전자금융거래법","22세","범죄자 연령[명]","명","889","621","604","560","502","366","233",
"전자금융거래법","23세","범죄자 연령[명]","명","853","635","609","617","607","453","286",
"전자금융거래법","24세","범죄자 연령[명]","명","802","614","652","667","597","433","294",
"전자금융거래법","25세","범죄자 연령[명]","명","687","483","580","661","573","410","317",
"전자금융거래법","26~30세","범죄자 연령[명]","명","3225","2337","2452","2505","2645","1847","1320",
"전자금융거래법","31~35세","범죄자 연령[명]","명","3555","2547","2604","2678","2505","1617","1059",
"전자금융거래법","36~40세","범죄자 연령[명]","명","3199","2208","2404","3155","3266","1881","1116",
"전자금융거래법","41~45세","범죄자 연령[명]","명","3422","2318","2371","2979","3078","1661","894",
"전자금융거래법","46~50세","범죄자 연령[명]","명","2829","1870","2167","3038","3292","1735","805",
"전자금융거래법","51~55세","범죄자 연령[명]","명","2519","1551","1656","2195","2553","1500","759",
"전자금융거래법","56~60세","범죄자 연령[명]","명","1684","954","1266","1656","2050","1112","532",
"전자금융거래법","61~70세","범죄자 연령[명]","명","1004","571","636","901","1242","831","415",
"전자금융거래법","71세이상","범죄자 연령[명]","명","253","100","79","121","130","111","52",
"전파법","계","범죄자 연령[명]","명","644","505","635","693","1083","410","426",
"전파법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"전파법","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"전파법","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"전파법","16세","범죄자 연령[명]","명","-","-","","1","1","-","1",
"전파법","17세","범죄자 연령[명]","명","1","-","","-","3","-","-",
"전파법","18세","범죄자 연령[명]","명","-","1","","1","2","-","-",
"전파법","19세","범죄자 연령[명]","명","-","-","","3","5","-","-",
"전파법","20세","범죄자 연령[명]","명","1","-","2","-","2","-","1",
"전파법","21세","범죄자 연령[명]","명","1","-","","-","5","-","-",
"전파법","22세","범죄자 연령[명]","명","1","2","3","1","8","1","2",
"전파법","23세","범죄자 연령[명]","명","3","4","3","9","8","1","3",
"전파법","24세","범죄자 연령[명]","명","1","2","8","8","9","2","-",
"전파법","25세","범죄자 연령[명]","명","4","3","2","9","11","2","2",
"전파법","26~30세","범죄자 연령[명]","명","33","29","36","37","87","32","24",
"전파법","31~35세","범죄자 연령[명]","명","78","66","81","83","145","43","28",
"전파법","36~40세","범죄자 연령[명]","명","126","83","105","124","182","84","63",
"전파법","41~45세","범죄자 연령[명]","명","136","110","123","109","152","64","58",
"전파법","46~50세","범죄자 연령[명]","명","103","87","99","121","165","62","74",
"전파법","51~55세","범죄자 연령[명]","명","84","52","77","93","124","45","72",
"전파법","56~60세","범죄자 연령[명]","명","39","39","57","51","94","32","32",
"전파법","61~70세","범죄자 연령[명]","명","22","18","30","26","68","29","46",
"전파법","71세이상","범죄자 연령[명]","명","2","1","","4","6","4","-",
"정보통신망이용촉진및정보보호등에관한법률","계","범죄자 연령[명]","명","12187","12431","12264","14916","15266","16229","14738",
"정보통신망이용촉진및정보보호등에관한법률","14세미만","범죄자 연령[명]","명","2","1","18","","","","",
"정보통신망이용촉진및정보보호등에관한법률","14세","범죄자 연령[명]","명","-","47","61","84","76","128","121",
"정보통신망이용촉진및정보보호등에관한법률","15세","범죄자 연령[명]","명","96","109","95","100","94","175","113",
"정보통신망이용촉진및정보보호등에관한법률","16세","범죄자 연령[명]","명","116","141","154","119","117","165","166",
"정보통신망이용촉진및정보보호등에관한법률","17세","범죄자 연령[명]","명","134","161","166","160","134","179","111",
"정보통신망이용촉진및정보보호등에관한법률","18세","범죄자 연령[명]","명","193","210","187","201","213","193","153",
"정보통신망이용촉진및정보보호등에관한법률","19세","범죄자 연령[명]","명","212","298","225","232","245","202","160",
"정보통신망이용촉진및정보보호등에관한법률","20세","범죄자 연령[명]","명","185","294","340","271","228","271","206",
"정보통신망이용촉진및정보보호등에관한법률","21세","범죄자 연령[명]","명","232","254","238","257","255","258","215",
"정보통신망이용촉진및정보보호등에관한법률","22세","범죄자 연령[명]","명","271","315","272","299","309","307","222",
"정보통신망이용촉진및정보보호등에관한법률","23세","범죄자 연령[명]","명","342","351","321","342","336","323","293",
"정보통신망이용촉진및정보보호등에관한법률","24세","범죄자 연령[명]","명","341","358","342","392","331","346","309",
"정보통신망이용촉진및정보보호등에관한법률","25세","범죄자 연령[명]","명","335","336","332","372","351","346","293",
"정보통신망이용촉진및정보보호등에관한법률","26~30세","범죄자 연령[명]","명","1508","1452","1475","1809","1822","1959","1743",
"정보통신망이용촉진및정보보호등에관한법률","31~35세","범죄자 연령[명]","명","1769","1602","1493","1699","1688","1628","1571",
"정보통신망이용촉진및정보보호등에관한법률","36~40세","범죄자 연령[명]","명","1399","1230","1345","1642","1763","1826","1718",
"정보통신망이용촉진및정보보호등에관한법률","41~45세","범죄자 연령[명]","명","1287","1204","1155","1309","1399","1409","1395",
"정보통신망이용촉진및정보보호등에관한법률","46~50세","범죄자 연령[명]","명","1050","1027","1018","1252","1324","1507","1419",
"정보통신망이용촉진및정보보호등에관한법률","51~55세","범죄자 연령[명]","명","848","854","800","1022","1056","1184","1215",
"정보통신망이용촉진및정보보호등에관한법률","56~60세","범죄자 연령[명]","명","571","549","668","755","964","1054","949",
"정보통신망이용촉진및정보보호등에관한법률","61~70세","범죄자 연령[명]","명","342","432","471","675","719","887","943",
"정보통신망이용촉진및정보보호등에관한법률","71세이상","범죄자 연령[명]","명","68","85","91","164","115","168","212",
"조세범처벌법","계","범죄자 연령[명]","명","5394","5058","4763","4560","4383","4139","2622",
"조세범처벌법","14세미만","범죄자 연령[명]","명","6","1","3","","","","",
"조세범처벌법","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"조세범처벌법","15세","범죄자 연령[명]","명","-","-","","-","1","-","-",
"조세범처벌법","16세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"조세범처벌법","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"조세범처벌법","18세","범죄자 연령[명]","명","-","1","","-","-","-","-",
"조세범처벌법","19세","범죄자 연령[명]","명","-","1","1","-","-","-","-",
"조세범처벌법","20세","범죄자 연령[명]","명","1","3","1","8","1","2","2",
"조세범처벌법","21세","범죄자 연령[명]","명","1","4","6","-","4","1","1",
"조세범처벌법","22세","범죄자 연령[명]","명","3","3","3","6","8","4","6",
"조세범처벌법","23세","범죄자 연령[명]","명","4","5","3","9","11","5","5",
"조세범처벌법","24세","범죄자 연령[명]","명","6","6","8","10","11","14","4",
"조세범처벌법","25세","범죄자 연령[명]","명","11","12","13","14","16","6","7",
"조세범처벌법","26~30세","범죄자 연령[명]","명","123","133","96","154","128","128","68",
"조세범처벌법","31~35세","범죄자 연령[명]","명","451","336","297","261","232","229","145",
"조세범처벌법","36~40세","범죄자 연령[명]","명","709","632","525","579","558","470","318",
"조세범처벌법","41~45세","범죄자 연령[명]","명","897","800","794","617","671","606","415",
"조세범처벌법","46~50세","범죄자 연령[명]","명","991","832","798","848","790","728","457",
"조세범처벌법","51~55세","범죄자 연령[명]","명","861","835","753","640","640","643","408",
"조세범처벌법","56~60세","범죄자 연령[명]","명","595","547","584","593","601","541","346",
"조세범처벌법","61~70세","범죄자 연령[명]","명","368","421","416","459","507","469","311",
"조세범처벌법","71세이상","범죄자 연령[명]","명","117","121","109","107","124","142","82",
"주민등록법","계","범죄자 연령[명]","명","2682","2391","2078","2158","2199","2600","1812",
"주민등록법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"주민등록법","14세","범죄자 연령[명]","명","-","20","15","19","33","43","41",
"주민등록법","15세","범죄자 연령[명]","명","73","65","61","77","85","132","73",
"주민등록법","16세","범죄자 연령[명]","명","199","219","213","164","229","234","194",
"주민등록법","17세","범죄자 연령[명]","명","346","360","310","366","388","427","285",
"주민등록법","18세","범죄자 연령[명]","명","252","251","244","332","286","273","189",
"주민등록법","19세","범죄자 연령[명]","명","40","41","35","29","33","37","19",
"주민등록법","20세","범죄자 연령[명]","명","32","18","17","16","19","16","13",
"주민등록법","21세","범죄자 연령[명]","명","14","25","20","15","14","18","6",
"주민등록법","22세","범죄자 연령[명]","명","28","21","16","15","12","15","14",
"주민등록법","23세","범죄자 연령[명]","명","23","10","16","23","11","14","10",
"주민등록법","24세","범죄자 연령[명]","명","27","26","15","13","8","18","10",
"주민등록법","25세","범죄자 연령[명]","명","26","21","14","13","13","16","15",
"주민등록법","26~30세","범죄자 연령[명]","명","134","96","83","90","89","97","66",
"주민등록법","31~35세","범죄자 연령[명]","명","191","144","118","103","112","117","81",
"주민등록법","36~40세","범죄자 연령[명]","명","205","154","121","115","138","173","94",
"주민등록법","41~45세","범죄자 연령[명]","명","236","162","145","126","151","199","118",
"주민등록법","46~50세","범죄자 연령[명]","명","245","199","145","146","158","184","130",
"주민등록법","51~55세","범죄자 연령[명]","명","198","201","153","157","127","169","125",
"주민등록법","56~60세","범죄자 연령[명]","명","163","157","152","146","123","146","123",
"주민등록법","61~70세","범죄자 연령[명]","명","141","111","95","128","114","143","128",
"주민등록법","71세이상","범죄자 연령[명]","명","41","46","29","23","28","54","31",
"주차장법","계","범죄자 연령[명]","명","712","392","445","339","214","145","111",
"주차장법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"주차장법","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","16세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","19세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","20세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","21세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","22세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주차장법","23세","범죄자 연령[명]","명","-","1","","-","-","-","-",
"주차장법","24세","범죄자 연령[명]","명","1","-","","1","-","-","-",
"주차장법","25세","범죄자 연령[명]","명","2","-","","-","-","-","-",
"주차장법","26~30세","범죄자 연령[명]","명","10","2","8","6","5","-","3",
"주차장법","31~35세","범죄자 연령[명]","명","53","13","21","16","7","7","1",
"주차장법","36~40세","범죄자 연령[명]","명","86","10","16","26","11","14","13",
"주차장법","41~45세","범죄자 연령[명]","명","98","34","45","31","27","19","8",
"주차장법","46~50세","범죄자 연령[명]","명","96","47","61","42","35","10","11",
"주차장법","51~55세","범죄자 연령[명]","명","88","66","67","48","32","16","15",
"주차장법","56~60세","범죄자 연령[명]","명","86","42","64","45","35","21","11",
"주차장법","61~70세","범죄자 연령[명]","명","103","103","110","73","31","25","25",
"주차장법","71세이상","범죄자 연령[명]","명","77","57","49","50","30","33","23",
"주택법","계","범죄자 연령[명]","명","1129","1213","2215","2662","1674","1921","1890",
"주택법","14세미만","범죄자 연령[명]","명","-","-","2","","","","",
"주택법","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주택법","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주택법","16세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주택법","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주택법","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주택법","19세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"주택법","20세","범죄자 연령[명]","명","-","1","","2","1","-","1",
"주택법","21세","범죄자 연령[명]","명","-","-","","7","1","1","2",
"주택법","22세","범죄자 연령[명]","명","1","1","1","7","1","2","3",
"주택법","23세","범죄자 연령[명]","명","-","-","2","10","4","-","7",
"주택법","24세","범죄자 연령[명]","명","2","2","6","13","2","9","6",
"주택법","25세","범죄자 연령[명]","명","-","-","9","24","9","10","8",
"주택법","26~30세","범죄자 연령[명]","명","15","16","34","107","75","65","91",
"주택법","31~35세","범죄자 연령[명]","명","43","48","130","190","99","103","161",
"주택법","36~40세","범죄자 연령[명]","명","83","90","175","419","168","220","214",
"주택법","41~45세","범죄자 연령[명]","명","151","153","358","398","206","250","255",
"주택법","46~50세","범죄자 연령[명]","명","219","197","395","425","299","340","321",
"주택법","51~55세","범죄자 연령[명]","명","253","165","332","393","255","351","315",
"주택법","56~60세","범죄자 연령[명]","명","160","144","305","312","229","244","221",
"주택법","61~70세","범죄자 연령[명]","명","119","144","214","248","226","228","217",
"주택법","71세이상","범죄자 연령[명]","명","44","60","91","80","83","49","52",
"직업안정법","계","범죄자 연령[명]","명","981","1131","793","614","622","412","286",
"직업안정법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"직업안정법","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"직업안정법","15세","범죄자 연령[명]","명","1","1","","-","1","-","-",
"직업안정법","16세","범죄자 연령[명]","명","7","-","2","-","-","-","1",
"직업안정법","17세","범죄자 연령[명]","명","2","-","","1","-","-","-",
"직업안정법","18세","범죄자 연령[명]","명","-","5","","4","-","-","1",
"직업안정법","19세","범죄자 연령[명]","명","2","2","1","2","1","-","2",
"직업안정법","20세","범죄자 연령[명]","명","3","11","2","2","1","1","-",
"직업안정법","21세","범죄자 연령[명]","명","4","12","5","2","2","1","-",
"직업안정법","22세","범죄자 연령[명]","명","4","12","7","2","3","2","2",
"직업안정법","23세","범죄자 연령[명]","명","3","9","9","2","3","2","2",
"직업안정법","24세","범죄자 연령[명]","명","3","17","5","1","3","-","4",
"직업안정법","25세","범죄자 연령[명]","명","5","15","10","12","8","2","2",
"직업안정법","26~30세","범죄자 연령[명]","명","61","116","42","32","37","32","48",
"직업안정법","31~35세","범죄자 연령[명]","명","165","171","108","82","65","37","37",
"직업안정법","36~40세","범죄자 연령[명]","명","146","154","108","89","73","66","35",
"직업안정법","41~45세","범죄자 연령[명]","명","172","181","123","75","102","51","22",
"직업안정법","46~50세","범죄자 연령[명]","명","136","160","118","117","101","56","42",
"직업안정법","51~55세","범죄자 연령[명]","명","135","116","109","78","105","72","39",
"직업안정법","56~60세","범죄자 연령[명]","명","60","72","66","62","65","41","30",
"직업안정법","61~70세","범죄자 연령[명]","명","33","37","43","28","40","29","12",
"직업안정법","71세이상","범죄자 연령[명]","명","11","5","","2","6","1","2",
"집회및시위에관한법률","계","범죄자 연령[명]","명","1047","1001","478","401","500","526","532",
"집회및시위에관한법률","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"집회및시위에관한법률","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"집회및시위에관한법률","15세","범죄자 연령[명]","명","4","-","","-","-","-","-",
"집회및시위에관한법률","16세","범죄자 연령[명]","명","3","-","","-","1","-","-",
"집회및시위에관한법률","17세","범죄자 연령[명]","명","6","-","","-","1","-","-",
"집회및시위에관한법률","18세","범죄자 연령[명]","명","7","6","","2","2","-","-",
"집회및시위에관한법률","19세","범죄자 연령[명]","명","14","12","4","2","3","1","2",
"집회및시위에관한법률","20세","범죄자 연령[명]","명","15","21","2","8","4","2","3",
"집회및시위에관한법률","21세","범죄자 연령[명]","명","15","17","4","12","7","6","1",
"집회및시위에관한법률","22세","범죄자 연령[명]","명","12","22","4","8","9","10","7",
"집회및시위에관한법률","23세","범죄자 연령[명]","명","10","8","5","7","4","4","8",
"집회및시위에관한법률","24세","범죄자 연령[명]","명","16","17","1","9","5","3","2",
"집회및시위에관한법률","25세","범죄자 연령[명]","명","14","10","5","9","5","1","10",
"집회및시위에관한법률","26~30세","범죄자 연령[명]","명","56","48","15","18","26","17","19",
"집회및시위에관한법률","31~35세","범죄자 연령[명]","명","61","46","36","25","24","27","24",
"집회및시위에관한법률","36~40세","범죄자 연령[명]","명","124","108","34","30","49","44","27",
"집회및시위에관한법률","41~45세","범죄자 연령[명]","명","186","153","94","41","65","52","58",
"집회및시위에관한법률","46~50세","범죄자 연령[명]","명","181","186","97","67","83","106","112",
"집회및시위에관한법률","51~55세","범죄자 연령[명]","명","140","137","78","43","84","92","86",
"집회및시위에관한법률","56~60세","범죄자 연령[명]","명","87","83","44","46","61","64","74",
"집회및시위에관한법률","61~70세","범죄자 연령[명]","명","60","54","33","44","47","56","50",
"집회및시위에관한법률","71세이상","범죄자 연령[명]","명","11","18","9","9","13","16","13",
"청소년보호법","계","범죄자 연령[명]","명","11491","11239","11598","10427","10130","9711","6205",
"청소년보호법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"청소년보호법","14세","범죄자 연령[명]","명","-","9","10","15","16","15","7",
"청소년보호법","15세","범죄자 연령[명]","명","53","53","69","42","52","58","23",
"청소년보호법","16세","범죄자 연령[명]","명","143","134","148","132","106","138","67",
"청소년보호법","17세","범죄자 연령[명]","명","258","282","287","247","238","209","94",
"청소년보호법","18세","범죄자 연령[명]","명","306","342","340","309","261","211","115",
"청소년보호법","19세","범죄자 연령[명]","명","324","332","330","292","246","221","125",
"청소년보호법","20세","범죄자 연령[명]","명","209","222","239","196","176","167","115",
"청소년보호법","21세","범죄자 연령[명]","명","170","182","186","183","176","162","123",
"청소년보호법","22세","범죄자 연령[명]","명","185","205","226","180","193","175","131",
"청소년보호법","23세","범죄자 연령[명]","명","161","190","185","161","161","177","115",
"청소년보호법","24세","범죄자 연령[명]","명","146","166","156","169","120","148","103",
"청소년보호법","25세","범죄자 연령[명]","명","109","144","113","135","119","121","87",
"청소년보호법","26~30세","범죄자 연령[명]","명","507","549","561","455","510","527","354",
"청소년보호법","31~35세","범죄자 연령[명]","명","738","776","642","483","476","446","308",
"청소년보호법","36~40세","범죄자 연령[명]","명","828","821","786","698","656","608","415",
"청소년보호법","41~45세","범죄자 연령[명]","명","1301","1132","1140","887","776","689","445",
"청소년보호법","46~50세","범죄자 연령[명]","명","1639","1489","1534","1315","1270","1016","663",
"청소년보호법","51~55세","범죄자 연령[명]","명","1833","1633","1701","1485","1408","1460","852",
"청소년보호법","56~60세","범죄자 연령[명]","명","1267","1318","1531","1456","1477","1441","802",
