"죄종별(1)",죄종별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"죄종별(1)",죄종별(2),계,아파트 연립다세대,단독주택,고속도로,노상,백화점,슈퍼마켓,편의점,대형할인매장,상점,시장노점,숙박업소 목욕탕,유흥접객업소,사무실,공장,공사장광산,창고,역대합실,지하철,기타교통수단내,흥행장,유원지,학교,금융기관,의료기관,종교기관,산야,해상,부대,구금장소,공지,주차장,공중화장실,PC방,기타,계,아파트 연립다세대,단독주택,고속도로,노상,백화점,슈퍼마켓,편의점,대형할인매장,상점,시장노점,숙박업소 목욕탕,유흥접객업소,사무실,공장,공사장광산,창고,역대합실,지하철,기타교통수단내,흥행장,유원지,학교,금융기관,의료기관,종교기관,산야,해상,부대,구금장소,공지,주차장,공중화장실,PC방,기타,계,아파트 연립다세대,단독주택,고속도로,노상,백화점,슈퍼마켓,편의점,대형할인매장,상점,시장노점,숙박업소 목욕탕,유흥접객업소,사무실,공장,공사장광산,창고,역대합실,지하철,기타교통수단내,흥행장,유원지,학교,금융기관,의료기관,종교기관,산야,해상,부대,구금장소,공지,주차장,공중화장실,PC방,기타,계,아파트 연립다세대,단독주택,고속도로,노상,백화점,슈퍼마켓,편의점,대형할인매장,상점,시장노점,숙박업소 목욕탕,유흥접객업소,사무실,공장,공사장광산,창고,역대합실,지하철,기타교통수단내,흥행장,유원지,학교,금융기관,의료기관,종교기관,산야,해상,부대,구금장소,공지,주차장,공중화장실,PC방,기타,계,아파트 연립다세대,단독주택,고속도로,노상,백화점,슈퍼마켓,편의점,대형할인매장,상점,시장노점,숙박업소 목욕탕,유흥접객업소,사무실,공장,공사장광산,창고,역대합실,지하철,기타교통수단내,흥행장,유원지,학교,금융기관,의료기관,종교기관,산야,해상,부대,구금장소,공지,주차장,공중화장실,PC방,기타,계,아파트 연립다세대,단독주택,고속도로,노상,백화점,슈퍼마켓,편의점,대형할인매장,상점,시장노점,숙박업소 목욕탕,유흥접객업소,사무실,공장,공사장광산,창고,역대합실,지하철,기타교통수단내,흥행장,유원지,학교,금융기관,의료기관,종교기관,산야,해상,부대,구금장소,공지,주차장,공중화장실,PC방,기타
"강력범죄",기타 강간·강제추행등,304,64,80,-,17,-,2,-,-,3,-,31,9,1,-,-,-,-,-,9,1,8,5,-,3,-,3,-,-,-,-,1,8,-,59,356,96,92,-,24,-,-,-,-,2,5,53,13,5,-,-,-,1,-,15,-,4,5,-,2,3,2,-,-,-,-,2,8,2,22,325,88,96,-,15,-,1,-,-,6,1,49,12,-,-,-,1,-,1,3,-,5,6,-,2,3,4,-,-,-,-,2,8,1,21,237,77,64,-,15,-,-,1,-,-,1,39,11,-,-,-,-,-,-,1,-,-,4,-,-,-,1,-,-,-,-,3,4,-,16,238,78,71,-,8,-,1,1,-,2,1,28,8,1,-,-,-,-,-,3,-,1,2,-,1,1,2,-,-,-,-,4,3,-,22,225,71,54,-,16,-,-,-,-,2,2,27,12,4,-,-,1,-,-,3,-,3,4,-,2,-,-,-,-,-,-,1,6,-,17
"강력범죄",방화,1372,205,229,-,175,-,1,-,-,10,7,14,36,29,19,13,14,1,1,3,1,13,11,4,8,14,11,2,-,-,-,35,6,-,510,1691,352,350,-,227,-,1,6,1,27,26,28,69,48,23,12,13,4,2,6,-,11,9,4,20,14,17,212,-,-,1,51,18,-,139,1362,353,299,-,241,1,-,2,2,20,27,48,59,47,19,6,6,4,1,3,3,10,9,2,12,7,29,1,-,-,5,40,11,2,93,1228,291,319,-,181,2,3,3,-,20,31,46,56,47,13,10,8,3,1,5,-,13,11,5,13,13,13,2,-,-,-,33,9,2,75,1046,279,246,-,153,-,1,1,-,19,18,40,28,31,17,6,12,3,1,2,-,20,7,1,12,8,15,5,-,-,-,36,9,-,76,1233,331,274,1,207,-,5,6,1,31,26,41,36,36,14,6,10,7,1,2,3,11,5,5,15,2,15,4,-,-,2,32,8,3,93
"절도범죄",소계,183757,7036,9044,144,36798,1816,4571,4160,1767,7787,1803,3558,9984,3091,1022,1309,883,983,481,2756,370,1186,1005,4276,1300,1051,2276,91,21,5,32,7117,531,1864,63639,176809,11515,11542,164,39952,2599,6279,5169,2413,13107,4099,6253,15443,3560,1200,1799,1175,1641,612,4937,670,1914,1441,5078,1619,988,2762,97,18,4,74,9022,986,2996,15681,186957,14344,11448,181,45539,3187,7673,5853,2693,14506,4677,6140,15699,3230,1064,1604,1321,1775,596,4073,760,2052,1774,4659,1762,1026,3264,67,17,2,82,9796,1083,3026,11984,179517,16697,10196,161,46861,2695,9273,5944,3065,13629,3951,4325,12641,3323,1264,1175,1068,1524,529,3767,486,1585,852,3660,1362,605,3536,94,12,4,58,10661,887,2051,11576,166409,16482,8535,99,46374,2142,9920,6143,3350,15031,3970,2666,7116,2282,972,1205,1179,1100,435,2840,364,1493,1026,2881,1139,440,3514,71,9,3,56,9891,727,1253,11701,182270,17196,8117,115,51945,2274,11703,6994,3536,17550,3927,2738,8323,2146,1123,1207,1010,1175,585,2924,426,1771,1250,2493,946,574,3362,46,15,4,52,10381,703,994,14665
"폭력범죄",소계,293086,21180,16413,330,105950,147,496,1614,80,2139,1267,2449,21112,6012,1036,992,176,800,323,1839,182,1926,1513,179,1729,631,1559,187,48,46,28,9410,211,547,90535,287611,36459,26393,335,109352,214,943,2501,161,3965,3297,5098,36332,7418,1410,1345,219,1601,680,4166,295,2218,1859,297,2524,1086,1705,228,73,45,64,11566,532,996,22234,287913,42880,27895,385,106735,192,895,2448,183,3783,3359,4984,36025,7256,1348,1251,223,1568,677,4149,316,2299,1962,308,2522,834,1853,186,74,48,61,11980,580,896,17758,265768,41192,25308,394,97005,172,930,2368,155,3596,2851,4584,30762,6617,1284,1169,241,1309,529,3902,257,1876,968,266,2194,501,1953,214,73,43,44,12190,474,728,19619,232661,43041,24346,379,81460,125,808,2071,146,3142,2392,5306,16823,5946,1279,1125,235,1105,450,3809,180,1835,1194,225,1917,463,1963,122,56,52,40,11227,363,546,18490,245286,41558,23092,395,86637,181,768,2167,148,3530,2366,5015,22795,5479,1176,1146,204,1235,568,3821,258,1827,1553,249,1823,444,1866,125,110,50,35,11213,454,497,22501
"폭력범죄",상해,44611,3712,3000,46,14833,27,93,159,12,373,259,492,4779,1386,388,261,30,134,28,222,45,414,504,14,380,144,194,35,4,5,8,760,40,74,11756,39766,4903,3856,42,13802,20,119,236,25,468,426,741,6685,1450,407,319,42,174,58,306,65,411,525,22,441,187,124,34,10,10,7,901,75,80,2795,36858,5082,3557,52,12696,21,108,191,30,431,418,704,6539,1331,336,253,33,162,54,345,47,366,527,22,402,116,138,25,10,9,7,817,77,94,1858,32904,4657,3240,55,11451,20,108,184,13,416,386,586,5527,1212,308,231,38,147,31,250,38,326,220,22,351,73,158,23,2,11,9,747,60,78,1926,28453,4876,3014,50,9761,18,90,157,15,347,290,696,3378,1049,336,228,40,120,37,204,26,303,287,12,330,60,147,23,8,8,4,626,34,67,1812,26806,4160,2570,35,9150,13,88,126,12,339,248,581,3997,853,253,191,33,118,29,152,38,280,411,13,323,61,130,22,14,5,6,592,51,53,1859
"폭력범죄",폭행,159641,11825,8302,131,58348,98,286,1066,46,1026,539,1054,11904,2770,451,416,55,524,267,1357,101,1127,593,54,1062,211,169,78,37,27,2,2516,107,316,52776,159267,21747,14760,163,61152,143,638,1745,100,2059,1688,2305,22772,3784,742,685,81,1166,565,3381,166,1365,853,109,1656,488,224,75,46,21,15,3076,273,608,10616,157197,25179,15290,182,58944,125,565,1679,114,1919,1695,2188,22138,3632,705,596,88,1156,562,3267,209,1471,875,105,1664,392,215,61,51,30,14,3276,287,506,8017,139361,23335,13417,184,51704,108,597,1542,102,1768,1301,1801,18864,3304,687,576,95,925,449,3123,147,1105,418,96,1461,176,243,84,51,24,8,3148,244,393,7881,115942,23656,12716,206,41284,77,526,1365,81,1506,1071,1903,9270,2946,657,565,92,796,376,3090,97,1089,516,72,1239,172,241,54,36,31,8,2850,160,294,6900,125217,23017,12150,190,45258,134,476,1426,98,1701,1111,1829,13405,2897,639,623,92,856,490,3200,160,1070,758,100,1159,180,217,41,64,36,3,3018,194,257,8368
"폭력범죄",체포・감금,1439,178,123,8,306,-,1,1,1,9,2,42,51,63,5,2,3,4,-,74,-,-,7,-,37,8,5,-,-,-,1,38,2,1,467,1207,196,139,7,269,1,2,2,1,8,10,103,72,53,5,-,2,6,-,117,2,1,7,1,38,9,3,-,-,2,-,26,1,1,123,1243,234,149,6,259,1,-,4,1,8,8,111,67,69,4,-,2,5,1,128,2,5,8,1,35,6,2,-,-,-,-,16,7,2,102,1209,210,132,6,244,2,1,4,-,15,10,110,60,50,3,5,2,2,-,152,5,6,10,2,33,7,2,-,1,-,-,19,1,3,112,1165,259,141,6,209,-,1,5,1,14,2,103,51,59,4,3,-,3,-,139,-,3,3,1,28,5,5,-,-,-,-,13,-,4,103,1145,238,133,4,198,-,1,3,1,10,6,89,57,56,6,2,-,4,2,137,-,1,7,2,34,3,2,1,1,-,-,14,-,7,126
"폭력범죄",협박,15499,1789,1676,112,4979,7,27,107,3,125,64,73,700,566,38,33,8,20,8,56,7,58,70,13,99,37,30,4,3,7,3,143,2,19,4613,17200,3288,2704,93,5045,11,49,175,9,223,129,180,1266,742,59,36,9,45,15,114,14,68,96,20,159,53,39,9,6,7,3,195,6,31,2302,21022,4431,3384,101,6367,16,75,196,6,246,152,207,1533,797,67,60,10,42,16,133,10,102,115,28,176,45,48,12,3,4,2,262,7,33,2336,21214,4511,3192,106,6526,11,75,241,11,271,144,191,1467,729,61,48,7,44,15,112,15,101,77,11,141,45,64,11,6,5,-,254,4,39,2679,21058,5052,3338,90,6111,9,54,208,10,281,154,195,1134,693,68,52,9,30,6,117,17,101,90,17,133,32,75,10,1,9,3,265,5,25,2664,21567,5246,3320,122,6160,8,56,231,9,283,151,209,1367,578,74,52,12,30,10,113,24,86,80,11,135,35,46,7,5,6,2,314,3,29,2753
"폭력범죄",약취・유인,206,23,11,-,76,-,-,-,1,1,-,8,6,1,-,-,-,4,1,1,-,3,14,-,1,1,1,-,-,-,-,2,-,-,51,187,26,11,-,83,-,-,-,-,1,3,4,2,4,-,-,-,5,-,4,-,1,15,-,3,-,1,-,-,-,-,1,-,1,22,250,41,26,-,102,-,1,-,-,2,-,11,8,3,-,-,-,3,-,3,-,5,16,1,3,1,-,1,-,-,-,2,2,-,19,210,38,23,-,78,-,-,1,-,1,3,16,2,2,-,-,-,3,-,3,-,6,4,1,1,-,-,-,-,-,-,2,-,-,26,240,50,17,-,112,-,1,1,-,-,1,10,1,4,-,-,-,-,1,3,-,2,7,2,1,2,-,-,-,-,-,3,1,-,21,276,53,19,-,123,-,-,1,-,1,2,11,-,2,-,-,-,1,-,-,-,9,15,-,2,3,-,-,-,-,-,1,1,-,32
"폭력범죄",폭력행위등,11255,419,317,5,5280,4,6,48,3,82,98,101,1141,254,27,63,8,20,3,28,5,193,149,9,41,79,28,2,2,5,1,269,24,21,2520,9204,475,313,2,4470,4,13,40,3,101,143,160,1440,246,31,54,6,26,6,30,12,184,162,5,49,95,39,7,6,1,3,238,29,35,776,8350,579,349,3,3923,1,10,32,1,97,121,198,1350,257,35,54,1,28,4,35,6,155,177,5,40,72,31,3,6,-,2,207,45,22,501,7398,565,344,5,3401,2,11,26,1,90,110,147,1114,239,37,61,4,19,-,41,11,130,87,7,36,32,57,3,6,1,2,219,21,15,554,6484,648,351,3,2869,4,12,35,1,62,87,199,644,201,53,55,6,20,4,36,7,122,145,5,43,38,38,3,5,1,1,199,28,20,539,6745,600,322,3,3084,3,8,35,2,81,97,180,773,181,39,56,6,14,5,37,5,142,114,3,35,43,34,1,16,1,2,213,25,14,571
"폭력범죄",공갈,4152,232,292,2,828,2,21,42,4,46,32,59,467,307,20,40,4,12,-,23,3,32,89,22,19,10,10,1,1,1,-,21,3,33,1474,4096,248,328,3,745,3,9,43,3,67,42,68,241,313,15,23,-,17,4,24,2,30,73,40,22,8,11,1,2,4,-,36,3,66,1602,4847,255,353,2,798,1,5,44,3,85,51,64,409,352,13,16,-,9,3,25,2,42,75,28,31,7,7,-,4,2,1,31,5,61,2063,5281,309,387,1,665,5,11,84,1,58,44,64,160,297,13,21,1,8,1,25,5,40,29,23,29,7,4,-,4,-,-,36,5,47,2897,5131,356,317,4,554,-,6,32,7,57,31,43,129,259,9,14,3,5,1,30,1,24,42,18,22,7,4,1,6,2,1,17,1,26,3102,6904,356,416,2,664,-,6,24,1,41,23,62,171,230,11,17,-,20,4,18,1,31,47,10,20,6,6,-,9,2,-,30,4,18,4654
"폭력범죄",손괴,56283,3002,2692,26,21300,9,62,191,10,477,273,620,2064,665,107,177,68,82,16,78,21,99,87,67,90,141,1122,67,1,1,13,5661,33,83,16878,56684,5576,4282,25,23786,32,113,260,20,1038,856,1537,3854,826,151,228,79,162,32,190,34,158,128,100,156,246,1264,102,3,-,36,7093,145,174,3998,58146,7079,4787,39,23646,27,131,302,28,995,914,1501,3981,815,188,272,89,163,37,213,40,153,169,118,171,195,1412,84,-,3,35,7369,150,178,2862,58191,7567,4573,37,22936,24,127,286,27,977,853,1669,3568,784,175,227,94,161,33,196,36,162,123,104,142,161,1425,93,3,2,25,7765,139,153,3544,54188,8144,4452,20,20560,17,118,268,31,875,756,2157,2216,735,152,208,85,131,25,190,32,191,104,98,121,147,1453,31,-,1,23,7254,134,110,3349,56626,7888,4162,39,22000,23,133,321,25,1074,728,2054,3025,682,154,205,61,192,28,164,30,208,121,110,115,113,1431,53,1,-,22,7031,176,119,4138
"지능범죄",소계,302466,9693,15898,606,29107,340,815,1799,159,6108,1836,1552,16480,55831,1999,2535,214,1314,497,2410,276,794,579,11996,2120,337,578,505,40,24,32,982,448,1247,133315,344698,11184,17322,739,38476,496,1054,1877,268,8969,2543,1646,24369,57629,1838,2631,212,2463,839,4684,403,1231,683,13011,2695,389,556,1608,48,24,35,1262,1171,1544,140799,381533,12629,19309,1017,45620,540,1120,2127,297,7420,2766,2030,25747,57098,1724,2615,232,2850,890,5305,547,1383,697,12333,2306,369,579,200,54,23,17,1483,1311,1070,167825,424642,14856,19797,1325,60205,406,1086,2472,298,7239,2506,1828,23602,53461,1650,2297,212,2219,880,4964,285,1147,533,6602,2188,306,579,184,66,30,29,1851,1078,661,207800,361107,12468,13695,1057,66079,352,1030,3558,257,6201,1892,1403,12279,38544,1167,1526,166,2022,848,3785,256,1167,434,2686,1927,229,454,213,53,30,18,2341,906,476,181588,405105,12124,13091,999,68716,400,1167,3312,286,7725,1950,1455,18377,37098,1164,1673,156,2326,1047,3893,362,1319,578,2269,1712,234,432,150,111,30,26,2326,1072,433,217092
"지능범죄",직무유기,504,8,16,-,35,-,1,-,-,5,1,1,3,289,2,6,-,1,-,1,1,1,12,1,4,-,8,-,1,3,1,5,-,-,98,581,9,14,-,65,-,-,-,-,1,4,-,5,310,5,4,-,1,-,1,-,4,11,2,9,2,7,-,-,7,1,-,-,-,119,590,8,8,1,58,-,-,-,-,3,1,-,3,330,5,3,-,-,-,-,-,3,9,-,2,-,5,1,1,5,-,2,-,-,142,730,4,8,1,65,-,-,-,-,1,-,3,3,407,3,6,-,-,-,1,-,3,8,1,4,-,9,-,2,5,1,2,-,-,193,957,15,8,-,72,-,1,1,-,2,3,2,5,542,1,5,-,1,-,-,-,2,21,4,6,-,11,-,3,6,-,1,-,1,244,1550,24,18,-,116,-,-,1,-,2,3,1,7,829,-,5,-,1,-,-,1,-,13,4,9,2,11,1,3,5,-,2,-,2,490
